Year,Competition,0,1,2,3,4,5,6,7,8
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Andrew Morrice,Evesham,259.0,266.0,525,60,18.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Anshul Lingabalan Minnalagu,Warwick Uni,246.0,239.0,485,60,9.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Moritz Krushe,Warwick Uni,241.0,243.0,484,60,7.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Martin Prochazka,Derby Uni,224.0,236.0,460,60,6.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Jin Teh,Southampton Uni,224.0,232.0,456,60,8.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Ibrahim Iorgat,Derby Uni,216.0,237.0,453,59,7.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Chris Bridgewood,Derby Uni,212.0,231.0,443,60,7.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Aaron Lee,Warwick Uni,213.0,230.0,443,60,7.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Patrick Nadan,Southampton Uni,232.0,210.0,442,60,7.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Tianshun Li,Warwick Uni,223.0,211.0,434,59,9.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Huw Thomas,Birmingham Uni,229.0,202.0,431,60,6.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Bradley Le-Vien,Derby Uni,217.0,206.0,423,60,7.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Daniel Kelly,Derby Uni,205.0,218.0,423,60,5.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Justin Miller,Loughborough Uni,213.0,202.0,415,60,4.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Hinesh Jeanti,Derby Uni,206.0,208.0,414,60,4.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Charlie Steptoe,Southampton Uni,197.0,210.0,407,60,3.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Hallum Herbert,Derby Uni,197.0,209.0,406,60,2.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Samuel Tebbs,Birmingham Uni,191.0,193.0,384,59,1.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Tom Whittaker,Loughborough Uni,181.0,193.0,374,59,3.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Fabrizio Cinque,Southampton Uni,182.0,182.0,364,59,4.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Franz Rojas,Southampton Uni,173.0,163.0,336,57,0.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Ravivarma Sridharan,Southampton Uni,146.0,184.0,330,56,2.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Jamie Moore,Loughborough Uni,169.0,157.0,326,56,1.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Federico Nardi,Southampton Uni,173.0,139.0,312,55,1.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Ghani Messali,Derby Uni,151.0,139.0,290,52,1.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Tirath Gahir,Loughborough Uni,148.0,116.0,264,52,2.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,James Dilley,Warwick Uni,,,DNS,,
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Ealance Li,Southampton Uni,,,DNS,,
2017,Warwick Open Novice 2017,Portsmouth,Recurve Men,Bo Liu,Southampton Uni,,,DNS,,
