Year,Competition,0,1,2,3,4,5,6,7,8
2020,Guildford CJAL 2020,Portsmouth,Recurve U18 Men,Ben Hancock-Smith,Guildford,,,541,60,20
2020,Guildford CJAL 2020,Portsmouth,Recurve U18 Men,Joshua Bowden,Guildford,,,483,60,14
2020,Guildford CJAL 2020,Portsmouth,Recurve U18 Men,Jonathan Chimbwandira,Guildford,,,479,60,11
2020,Guildford CJAL 2020,Portsmouth,Recurve U18 Men,Matthew Chimbwandira,Guildford,,,425,60,3
2020,Guildford CJAL 2020,Portsmouth,Recurve U18 Men,Henry Pine,Alton and Four Marks,,,415,60,4
2020,Guildford CJAL 2020,Portsmouth,Recurve U18 Women,Lauren Levy,Guildford,,,519,60,15
2020,Guildford CJAL 2020,Portsmouth,Recurve U18 Women,Aspen Salisbury,Alton and Four Marks,,,483,60,0
2020,Guildford CJAL 2020,Portsmouth,Recurve U18 Women,Kerri Parrett,Alton and Four Marks,,,469,60,9
2020,Guildford CJAL 2020,Portsmouth,Recurve U18 Women,Heather Williamson,Guildford,,,408,60,3
2020,Guildford CJAL 2020,Portsmouth,Recurve U14 Men,Paul Collins,Guildford,,,392,58,4
2020,Guildford CJAL 2020,Portsmouth,Recurve U14 Men,Nick Woods,Guildford,,,281,55,0
2020,Guildford CJAL 2020,Portsmouth,Recurve U14 Women,Holly Linfield,Alton and Four Marks,,,482,58,9
2020,Guildford CJAL 2020,Portsmouth,Recurve U14 Women,Jenny Corser,Alton and Four Marks,,,318,0,0
