Year,Competition,0,1,2,3,4,5,6,7,8,9
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Men,Wills Chiu,Warwick Uni,,288,288,576,60,43
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Men,Jake O'Reilly,Warwick Uni,,287,272,559,60,28
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Men,Sanjit Acharya,Warwick Uni,,276,272,548,60,21
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Men,Ryan Zhou,Warwick Uni,,262,268,530,59,22
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Men,Sean Seet,Cambridge Uni,,262,256,518,60,11
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Men,Shane Pothunnah,Warwick Uni,,241,231,472,60,7
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Men,Adam Jenner,Warwick Uni,,210,261,471,60,9
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Men,Tom Jeffrey,Cambridge Uni,,230,240,470,60,4
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Men,Jonathan David Gregg,Cambridge Uni,,207,182,389,60,5
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Men,Harry Durham,Cambridge Uni,,185,165,350,43,8
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Men,Rafe Dolan,Cambridge Uni,,157,138,295,58,2
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Women,Megan Edwards,Warwick Uni,,272,259,531,60,22
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Women,Amy Phelps,Warwick Uni,,264,266,530,60,17
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Women,Jessie Chiu,Warwick Uni,,252,262,514,60,11
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Women,Lauren Rutherford,Warwick Uni,,251,262,513,60,14
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Women,Sruti patel,Warwick Uni,,251,253,504,60,7
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Women,Zimu Wei,Cambridge Uni (Guest),,248,250,498,60,10
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Women,Cherida Zhang,Cambridge Uni,,255,228,483,59,9
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Women,Cat Darsley,Cambridge Uni,,247,221,468,60,3
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Women,Lashmitha Baskaran,Cambridge Uni,,216,248,464,60,7
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Women,Rachel Tam,Cambridge Uni,,166,163,329,57,3
2024,Cambridge TOUCAN 2024,Portsmouth,Recurve Women,Divya Anjali Balashanker,Cambridge Uni,,100,121,221,51,1
2024,Cambridge TOUCAN 2024,Portsmouth,Compound Men,Jack Atkinson,Cambridge Uni (Guest),,289,287,576,60,37
2024,Cambridge TOUCAN 2024,Portsmouth,Compound Men,Christopher Guerin,Warwick Uni,,284,288,572,60,32
2024,Cambridge TOUCAN 2024,Portsmouth,Compound Men,Tianyi Fu,Cambridge Uni,,272,276,548,59,20
2024,Cambridge TOUCAN 2024,Portsmouth,Longbow Men,Samuel Curtis,Warwick Uni,,150,161,311,55,1
2024,Cambridge TOUCAN 2024,Portsmouth,Barebow Men,Leon Cao,Warwick Uni,,268,259,527,60,16
2024,Cambridge TOUCAN 2024,Portsmouth,Barebow Men,Quinn Thomazin,Warwick Uni,,214,198,412,60,4
2024,Cambridge TOUCAN 2024,Portsmouth,Barebow Women,Anca-Luiza Cotirlan,Cambridge Uni,,235,245,480,60,8
2024,Cambridge TOUCAN 2024,Portsmouth,Novice Recurve Men,Richard Aldis,Warwick Uni,Novice,251,261,512,60,11
