Year,Competition,0,1,2,3,4,5,6,7,8
2023,CJAL Leg 1 2023,Portsmouth,Recurve U18 Men,Samuel Ball,Wallingford,267,272,539,60,21.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U18 Men,Jeremy Lui,Wallingford,259,247,506,60,9.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U18 Men,Paul Collins,Guildford,231,245,476,60,11.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U18 Men,George Higginson,Wallingford,226,217,443,60,2.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U18 Men,Rory Priest,Wallingford,197,240,437,60,6.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U18 Men,Nathan Brewer,Wallingford,230,185,415,60,8.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U18 Men,Samuel Hall,Wallingford,170,191,361,58,1.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U18 Men,Fin Tewson,Cleve,133,143,276,51,3.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U18 Women,Holly Linfield,Guildford,276,266,542,60,23.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U18 Women,Maisie Grimsditch,Wallingford,251,249,500,60,9.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U18 Women,Maja Kliczka,Cleve,239,225,464,60,3.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U18 Women,Jasmine Harris,Wallingford,220,222,442,60,6.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U18 Women,Louisa Alford,Cleve,202,223,425,60,0.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U18 Women,Abigail Kellock,Cleve,185,192,377,60,0.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U18 Women,Amelia Andrew,Wallingford,179,167,346,58,3.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U18 Women,Ava Woodward,Wallingford,161,170,331,55,3.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U18 Women,Shannon Crook,Wallingford,141,148,289,50,0.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U18 Women,Emily Jones,Wallingford,64,0,64,Retired,
2023,CJAL Leg 1 2023,Portsmouth,Longbow U18 Women,Emma Campbell,Guildford,116,113,229,46,3.0
2023,CJAL Leg 1 2023,Portsmouth,Barebow U18 Women,Hilary Williamson,Guildford,166,199,365,59,0.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U14 Men,Andrew Warner,Cleve,206,215,421,60,2.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U14 Men,Cameron Wallace,Wallingford,198,222,420,60,4.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U14 Men,Joel Nichols,Wallingford,185,191,376,57,2.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U14 Men,Eddie Fraser-Jones,Wallingford,59,76,135,34,1.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U14 Men,Olly Millar,Cleve,39,87,126,27,1.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U14 Women,Amber Bishop,Wallingford,194,181,375,59,0.0
2023,CJAL Leg 1 2023,Portsmouth,Recurve U14 Women,Matilda Clayson,Wallingford,175,177,352,60,2.0
