Year,Competition,0,1,2,3,4,5,6,7,8
2019,Burleigh CJAL 2019,Portsmouth,Recurve U18 Men,Alexander Harrison,Burleigh,245,261,506,60,13
2019,Burleigh CJAL 2019,Portsmouth,Recurve U18 Men,Paul Williams,Andover,231,233,464,60,14
2019,Burleigh CJAL 2019,Portsmouth,Recurve U18 Women,Hannah Evans,Burleigh,275,279,554,60,22
2019,Burleigh CJAL 2019,Portsmouth,Recurve U18 Women,Ella Perring,Wallingford,251,272,523,59,19
2019,Burleigh CJAL 2019,Portsmouth,Recurve U18 Women,Abbie Climpson,Wallingford,248,221,469,60,8
2019,Burleigh CJAL 2019,Portsmouth,Recurve U18 Women,Charlotte Williams,Andover,236,233,469,60,4
2019,Burleigh CJAL 2019,Portsmouth,Recurve U18 Women,Clara Davies,Wallingford,233,226,459,60,7
2019,Burleigh CJAL 2019,Portsmouth,Compound U18 Women,Sophie Meyrick,Andover,283,286,569,60,29
2019,Burleigh CJAL 2019,Portsmouth,Recurve U14 Men,Ben Moore,Wallingford,218,207,425,60,3
2019,Burleigh CJAL 2019,Portsmouth,Recurve U14 Men,Joseph Olley,Wallingford,201,196,397,59,3
2019,Burleigh CJAL 2019,Portsmouth,Recurve U14 Men,Miles Clark,Burleigh,173,173,346,57,0
2019,Burleigh CJAL 2019,Portsmouth,Recurve U14 Men,Nathan Brewer,Wallingford,123,74,197,45,1
2019,Burleigh CJAL 2019,Portsmouth,Recurve U14 Women,Emelia Belshaw,Burleigh,263,264,527,60,12
2019,Burleigh CJAL 2019,Portsmouth,Recurve U14 Women,Saskia Meyrick,Andover,251,258,509,60,17
2019,Burleigh CJAL 2019,Portsmouth,Recurve U14 Women,Hannah Ackland-Snow,Wallingford,222,233,455,59,4
2019,Burleigh CJAL 2019,Portsmouth,Recurve U14 Women,Abi Creese,Andover,217,222,439,60,5
2019,Burleigh CJAL 2019,Portsmouth,Recurve U14 Women,Erin King,Wallingford,225,184,409,60,6
2019,Burleigh CJAL 2019,Portsmouth,Recurve U14 Women,Ellie Wood,Wallingford,171,212,383,57,6
2019,Burleigh CJAL 2019,Portsmouth,Recurve U14 Women,Lexie Carrie,Burleigh,172,197,369,58,4
2019,Burleigh CJAL 2019,Portsmouth,Recurve U14 Women,Ella Skipsey,Burleigh,137,214,351,58,2
2019,Burleigh CJAL 2019,Portsmouth,Recurve U14 Women,Georgia Climpson,Wallingford,169,169,338,58,2
2019,Burleigh CJAL 2019,Portsmouth,Recurve U14 Women,Amber Chong,Wallingford,159,174,333,58,1
2019,Burleigh CJAL 2019,Portsmouth,Recurve U14 Women,Evie Smith,Burleigh,146,98,244,48,1
2019,Burleigh CJAL 2019,Portsmouth,Recurve U14 Women,Charlotte Pink,Wallingford,90,149,239,47,3
2019,Burleigh CJAL 2019,Portsmouth,Recurve U12 Women,Ariadne Kalatzis,Burleigh,76,101,177,38,0
