Year,Competition,0,1,2,3,4,5,6,7,8,9
2018,Surrey SEAL 2018,Portsmouth,Recurve Men,Charis Charalambous,Uni of East Anglia,,290.0,288.0,578,60.0,42.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Men,Matthew Sharpe,Surrey Uni,,269.0,286.0,555,59.0,30.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Men,Max Roantree,Uni of East Anglia,,277.0,277.0,554,60.0,22.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Men,Fraser Pettit,Uni of East Anglia,,276.0,276.0,552,60.0,23.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Men,Dominic Collis,London Uni,,268.0,279.0,547,60.0,18.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Men,Jay Bevan,Kent Uni,,261.0,255.0,516,60.0,13.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Men,Samson Wang,Surrey Uni,,245.0,252.0,497,60.0,7.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Men,Konstantin Charkseliani,Surrey Uni,,239.0,257.0,496,59.0,13.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Men,Ali Abdul Majed,Uni of East Anglia,,249.0,241.0,490,60.0,5.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Men,Jude Davies,Uni of East Anglia,,227.0,242.0,469,59.0,4.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Men,Jinhe Li,Uni of East Anglia,Novice,230.0,238.0,468,60.0,6.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Men,Matthew Shere,Surrey Uni,,230.0,234.0,464,60.0,8.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Men,Afonso Espirito Santo,Surrey Uni,Novice,222.0,240.0,462,60.0,11.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Men,Victor Shliefman,Uni of East Anglia,Novice,218.0,225.0,443,60.0,5.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Men,Leon Lee,Uni of East Anglia,,189.0,199.0,388,59.0,8.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Men,James Willcock,Uni of East Anglia,Novice,170.0,185.0,355,59.0,3.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Women,Emma Moore,Uni of East Anglia,,186.0,226.0,412,60.0,4.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Women,Emily Padgham,Kent Uni,,213.0,178.0,391,59.0,2.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Women,Ella Sutherland,Kent Uni,Novice,182.0,150.0,332,55.0,3.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Women,Edeline D'Souza,Surrey Uni,,177.0,154.0,331,60.0,2.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Women,Hannah Whitelegg,Surrey Uni,,155.0,112.0,267,47.0,1.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Women,Alice Butler,Uni of East Anglia,Novice,95.0,151.0,246,50.0,1.0
2018,Surrey SEAL 2018,Portsmouth,Recurve Women,Phoebe Levien,Surrey Uni,,,,DNS,,
2018,Surrey SEAL 2018,Portsmouth,Barebow Men,Valery Dutt,Surrey Uni,Novice,231.0,227.0,458,60.0,8.0
2018,Surrey SEAL 2018,Portsmouth,Barebow Men,Maximus Cullen,Uni of East Anglia,Novice,181.0,203.0,384,58.0,2.0
2018,Surrey SEAL 2018,Portsmouth,Barebow Men,Leon Singleton,Kent Uni,,189.0,182.0,371,57.0,3.0
2018,Surrey SEAL 2018,Portsmouth,Barebow Men,Luke Murtagh,Kent Uni,Novice,150.0,146.0,296,56.0,2.0
2018,Surrey SEAL 2018,Portsmouth,Barebow Women,Malin Schulz,Surrey Uni,,221.0,241.0,462,60.0,6.0
2018,Surrey SEAL 2018,Portsmouth,Barebow Women,Kate Reeve,Kent Uni,,244.0,216.0,460,60.0,5.0
2018,Surrey SEAL 2018,Portsmouth,Barebow Women,Melodie Bogart,Kent Uni,Novice,141.0,144.0,285,52.0,5.0
2018,Surrey SEAL 2018,Portsmouth,Barebow Women,Ana-Maria Tudorache,Surrey Uni,Novice,110.0,130.0,240,48.0,0.0
2018,Surrey SEAL 2018,Portsmouth,Barebow Women,Emily Weaver,Kent Uni,Novice,79.0,53.0,132,32.0,0.0
2018,Surrey SEAL 2018,Portsmouth,Novice Recurve Men,Jinhe Li,Uni of East Anglia,Novice,230.0,238.0,468,60.0,6.0
2018,Surrey SEAL 2018,Portsmouth,Novice Recurve Men,Afonso Espirito Santo,Surrey Uni,Novice,222.0,240.0,462,60.0,11.0
2018,Surrey SEAL 2018,Portsmouth,Novice Recurve Men,Victor Shliefman,Uni of East Anglia,Novice,218.0,225.0,443,60.0,5.0
2018,Surrey SEAL 2018,Portsmouth,Novice Recurve Men,James Willcock,Uni of East Anglia,Novice,170.0,185.0,355,59.0,3.0
2018,Surrey SEAL 2018,Portsmouth,Novice Recurve Women,Ella Sutherland,Kent Uni,Novice,182.0,150.0,332,55.0,3.0
