Year,Competition,0,1,2,3,4,5,6,7,8,9
2017,Warwick BUTTS 2017,Portsmouth,Recurve Men,Ashe Morgan,Birmingham Uni,,298.0,295.0,593,60.0,53.0
2017,Warwick BUTTS 2017,Portsmouth,Recurve Men,Francis Berti,Birmingham Uni,,290.0,296.0,586,60.0,46.0
2017,Warwick BUTTS 2017,Portsmouth,Recurve Men,Sherman Ip,Warwick Uni,,287.0,289.0,576,60.0,36.0
2017,Warwick BUTTS 2017,Portsmouth,Recurve Men,Christopher Avins,Birmingham Uni,,289.0,280.0,569,60.0,35.0
2017,Warwick BUTTS 2017,Portsmouth,Recurve Men,Craig Devonport,Warwick Uni,,289.0,280.0,569,60.0,34.0
2017,Warwick BUTTS 2017,Portsmouth,Recurve Men,James Jeffs,Warwick Uni,,285.0,282.0,567,60.0,30.0
2017,Warwick BUTTS 2017,Portsmouth,Recurve Men,Arthur Coveney,Loughborough Uni,,283.0,282.0,565,60.0,32.0
2017,Warwick BUTTS 2017,Portsmouth,Recurve Men,Leo Thompson,Loughborough Uni,,281.0,278.0,559,60.0,26.0
2017,Warwick BUTTS 2017,Portsmouth,Recurve Men,Matthew Peers,Loughborough Uni,,274.0,281.0,555,60.0,26.0
2017,Warwick BUTTS 2017,Portsmouth,Recurve Men,Adam Peers,Loughborough Uni,,271.0,278.0,549,60.0,24.0
2017,Warwick BUTTS 2017,Portsmouth,Recurve Men,David Richardson,Warwick Uni,,271.0,277.0,548,60.0,27.0
2017,Warwick BUTTS 2017,Portsmouth,Recurve Men,Jack Miller,Loughborough Uni,,272.0,274.0,546,60.0,16.0
2017,Warwick BUTTS 2017,Portsmouth,Recurve Men,Curtis Tatner,Derby Uni,,274.0,268.0,542,60.0,19.0
2017,Warwick BUTTS 2017,Portsmouth,Recurve Men,Jonathan Borrill,Loughborough Uni,,268.0,264.0,532,60.0,20.0
2017,Warwick BUTTS 2017,Portsmouth,Recurve Men,Enrik Nako,Warwick Uni,,266.0,266.0,532,60.0,20.0
