Year,Competition,0,1,2,3,4,5,6,7,8,9
2022,Surrey SEAL 2022,Portsmouth,Recurve Men,Simon Hake,Surrey Uni,,249,268,517,60,14
2022,Surrey SEAL 2022,Portsmouth,Recurve Men,Mark Marley,Portsmouth Uni,,252,257,509,60,10
2022,Surrey SEAL 2022,Portsmouth,Recurve Men,Kai Channon,Portsmouth Uni,Novice,253,253,506,60,15
2022,Surrey SEAL 2022,Portsmouth,Recurve Men,Thomas Moore,Surrey Uni,Novice,244,253,497,60,11
2022,Surrey SEAL 2022,Portsmouth,Recurve Men,David Allen,Surrey Uni,Novice,252,228,480,60,6
2022,Surrey SEAL 2022,Portsmouth,Recurve Men,Alvin Yip,Portsmouth Uni,,169,257,426,58,7
2022,Surrey SEAL 2022,Portsmouth,Recurve Men,Jeffrey Tong,Surrey Uni,Novice,204,179,383,60,2
2022,Surrey SEAL 2022,Portsmouth,Recurve Women,Laura Devaud,Surrey Uni,,273,277,550,60,19
2022,Surrey SEAL 2022,Portsmouth,Recurve Women,Emma Bleeck,Surrey Uni,Novice,226,225,451,60,4
2022,Surrey SEAL 2022,Portsmouth,Barebow Men,Tom Underhill,Surrey Uni,,256,251,507,60,16
2022,Surrey SEAL 2022,Portsmouth,Barebow Men,Chintalpati Umashankar Shastry,Surrey Uni,Novice,190,196,386,59,2
2022,Surrey SEAL 2022,Portsmouth,Barebow Women,Lisa Sergeev,Surrey Uni,,213,227,440,60,4
2022,Surrey SEAL 2022,Portsmouth,Barebow Women,Ellie Wild,Portsmouth Uni,,170,188,358,59,4
2022,Surrey SEAL 2022,Portsmouth,Novice Recurve Men,Kai Channon,Portsmouth Uni,Novice,253,253,506,60,15
2022,Surrey SEAL 2022,Portsmouth,Novice Recurve Men,Thomas Moore,Surrey Uni,Novice,244,253,497,60,11
2022,Surrey SEAL 2022,Portsmouth,Novice Recurve Men,David Allen,Surrey Uni,Novice,252,228,480,60,6
2022,Surrey SEAL 2022,Portsmouth,Novice Recurve Men,Jeffrey Tong,Surrey Uni,Novice,204,179,383,60,2
2022,Surrey SEAL 2022,Portsmouth,Novice Recurve Women,Emma Bleeck,Surrey Uni,Novice,226,225,451,60,4
2022,Surrey SEAL 2022,Portsmouth,Novice Barebow Men,Chintalpati Umashankar Shastry,Surrey Uni,Novice,190,196,386,59,2
