Year,Competition,0,1,2,3,4,5,6,7,8,9
2017,Southampton SEAL 2017,Portsmouth,Recurve Men,James Jackson,Sussex Uni,,291,293,584,60,46
2017,Southampton SEAL 2017,Portsmouth,Recurve Men,Stuart MacFarquhar,Southampton Uni,,279,282,561,60,30
2017,Southampton SEAL 2017,Portsmouth,Recurve Men,Harry Moncrieff Macmillan,Southampton Uni,,273,267,540,60,23
2017,Southampton SEAL 2017,Portsmouth,Recurve Men,David Scholtz,Sussex Uni,,265,260,525,60,17
2017,Southampton SEAL 2017,Portsmouth,Recurve Men,Marcus Locke,Sussex Uni,,247,252,499,60,8
2017,Southampton SEAL 2017,Portsmouth,Recurve Men,Patrick Nadan,Southampton Uni,Novice,250,220,470,60,11
2017,Southampton SEAL 2017,Portsmouth,Recurve Men,Dermot Crowley,Sussex Uni,,218,243,461,60,2
2017,Southampton SEAL 2017,Portsmouth,Recurve Men,Ealance Li,Southampton Uni,,240,220,460,60,8
2017,Southampton SEAL 2017,Portsmouth,Recurve Men,Leo Glevey,Sussex Uni,Novice,204,231,435,60,3
2017,Southampton SEAL 2017,Portsmouth,Recurve Men,Chris Jeffery,Brighton Uni,,215,209,424,59,7
2017,Southampton SEAL 2017,Portsmouth,Recurve Men,Brian Horeczy,Southampton Uni,Novice,199,204,403,58,2
2017,Southampton SEAL 2017,Portsmouth,Recurve Men,Ravivarma Sridharan,Southampton Uni,Novice,212,179,391,59,1
2017,Southampton SEAL 2017,Portsmouth,Recurve Men,Charlie Rawlinson,Brighton Uni,Novice,102,193,295,50,5
2017,Southampton SEAL 2017,Portsmouth,Recurve Women,Jiazheng Sun,Southampton Uni,,273,272,545,60,21
2017,Southampton SEAL 2017,Portsmouth,Recurve Women,Elizabeth Kellingley,Brighton Uni,,263,250,513,60,11
2017,Southampton SEAL 2017,Portsmouth,Recurve Women,Alannah-Danielle Macquillin,Sussex Uni,Novice,205,190,395,60,3
2017,Southampton SEAL 2017,Portsmouth,Recurve Women,Serra Akinci,Sussex Uni,Novice,112,153,265,49,0
2017,Southampton SEAL 2017,Portsmouth,Novice Recurve Men,Patrick Nadan,Southampton Uni,Novice,250,220,470,60,11
2017,Southampton SEAL 2017,Portsmouth,Novice Recurve Men,Leo Glevey,Sussex Uni,Novice,204,231,435,60,3
2017,Southampton SEAL 2017,Portsmouth,Novice Recurve Men,Brian Horeczy,Southampton Uni,Novice,199,204,403,58,2
2017,Southampton SEAL 2017,Portsmouth,Novice Recurve Men,Ravivarma Sridharan,Southampton Uni,Novice,212,179,391,59,1
2017,Southampton SEAL 2017,Portsmouth,Novice Recurve Men,Charlie Rawlinson,Brighton Uni,Novice,102,193,295,50,5
2017,Southampton SEAL 2017,Portsmouth,Novice Recurve Women,Alannah-Danielle Macquillin,Sussex Uni,Novice,205,190,395,60,3
2017,Southampton SEAL 2017,Portsmouth,Novice Recurve Women,Serra Akinci,Sussex Uni,Novice,112,153,265,49,0
2017,Southampton SEAL 2017,Portsmouth,Novice Barebow Men,Thomas Roberts,Sussex Uni,Novice,126,114,240,50,3
2017,Southampton SEAL 2017,Portsmouth,Barebow Men,Thomas Roberts,Sussex Uni,Novice,126,114,240,50,3
