Year,Competition,0,1,2,3,4,5,6,7,8,9
2019,London SEAL 2019,Portsmouth,Recurve Men,Dominic Collis,London Uni,,287,281,568,60,33
2019,London SEAL 2019,Portsmouth,Recurve Men,Leonard Findlay,Essex Uni,,282,277,559,60,27
2019,London SEAL 2019,Portsmouth,Recurve Men,Jay Bevan,Kent Uni,,262,283,545,60,26
2019,London SEAL 2019,Portsmouth,Recurve Men,Tumen Dambiev,London Uni,Novice,259,248,507,60,15
2019,London SEAL 2019,Portsmouth,Recurve Men,Jamie Pearce,Essex Uni,Novice,256,249,505,59,14
2019,London SEAL 2019,Portsmouth,Recurve Men,Felix Roberts,London Uni,,247,237,484,60,11
2019,London SEAL 2019,Portsmouth,Recurve Men,Yianni Georgiou,Essex Uni,Novice,246,238,484,60,8
2019,London SEAL 2019,Portsmouth,Recurve Men,Ilyas Semmaoui,Kent Uni,Novice,236,221,457,60,11
2019,London SEAL 2019,Portsmouth,Recurve Men,Gregory Forrest,London Uni,Novice,205,243,448,60,6
2019,London SEAL 2019,Portsmouth,Recurve Men,Alaric Ng,London Uni,Novice,197,226,423,60,3
2019,London SEAL 2019,Portsmouth,Recurve Men,Lorenzo Velarde,London Uni,,194,201,395,60,2
2019,London SEAL 2019,Portsmouth,Recurve Men,Shuhao Yang,London Uni,,202,192,394,59,4
2019,London SEAL 2019,Portsmouth,Recurve Men,Zhenjie Shao,Essex Uni,,182,201,383,59,3
2019,London SEAL 2019,Portsmouth,Recurve Men,Sarmed Alwan,Essex Uni,Novice,94,61,155,34,1
2019,London SEAL 2019,Portsmouth,Recurve Women,Bernice Tan,London Uni,Novice,231,225,456,60,7
2019,London SEAL 2019,Portsmouth,Recurve Women,Xunyan Wang,London Uni,Novice,219,234,453,60,8
2019,London SEAL 2019,Portsmouth,Recurve Women,Isabelle Lamberty,Essex Uni,,223,217,440,57,10
2019,London SEAL 2019,Portsmouth,Recurve Women,Rowena Bicknell,Kent Uni,,204,212,416,60,2
2019,London SEAL 2019,Portsmouth,Recurve Women,Sarah Earnest,London Uni,Novice,195,210,405,59,5
2019,London SEAL 2019,Portsmouth,Barebow Men,Leon Singleton,Kent Uni,,217,224,441,60,5
2019,London SEAL 2019,Portsmouth,Barebow Men,Michelangelo Marseglia,Kent Uni,Novice,191,172,363,57,6
2019,London SEAL 2019,Portsmouth,Barebow Men,Luke Murtagh,Kent Uni,Novice,169,173,342,56,2
2019,London SEAL 2019,Portsmouth,Barebow Men,Zihao Guo,Essex Uni,Novice,169,162,331,57,1
2019,London SEAL 2019,Portsmouth,Barebow Women,Catherine Reeve,Kent Uni,,237,242,479,60,5
2019,London SEAL 2019,Portsmouth,Barebow Women,Romana Pop,Essex Uni,,146,115,261,49,1
2019,London SEAL 2019,Portsmouth,Barebow Women,Emily Weaver,Kent Uni,Novice,91,132,223,44,4
2019,London SEAL 2019,Portsmouth,Novice Recurve Men,Tumen Dambiev,London Uni,Novice,259,248,507,60,15
2019,London SEAL 2019,Portsmouth,Novice Recurve Men,Jamie Pearce,Essex Uni,Novice,256,249,505,59,14
2019,London SEAL 2019,Portsmouth,Novice Recurve Men,Yianni Georgiou,Essex Uni,Novice,246,238,484,60,8
2019,London SEAL 2019,Portsmouth,Novice Recurve Men,Ilyas Semmaoui,Kent Uni,Novice,236,221,457,60,11
2019,London SEAL 2019,Portsmouth,Novice Recurve Men,Gregory Forrest,London Uni,Novice,205,243,448,60,6
2019,London SEAL 2019,Portsmouth,Novice Recurve Men,Alaric Ng,London Uni,Novice,197,226,423,60,3
2019,London SEAL 2019,Portsmouth,Novice Recurve Men,Sarmed Alwan,Essex Uni,Novice,94,61,155,34,1
2019,London SEAL 2019,Portsmouth,Novice Recurve Women,Bernice Tan,London Uni,Novice,231,225,456,60,7
2019,London SEAL 2019,Portsmouth,Novice Recurve Women,Xunyan Wang,London Uni,Novice,219,234,453,60,8
2019,London SEAL 2019,Portsmouth,Novice Recurve Women,Sarah Earnest,London Uni,Novice,195,210,405,59,5
2019,London SEAL 2019,Portsmouth,Novice Barebow Men,Michelangelo Marseglia,Kent Uni,Novice,191,172,363,57,6
2019,London SEAL 2019,Portsmouth,Novice Barebow Men,Luke Murtagh,Kent Uni,Novice,169,173,342,56,2
2019,London SEAL 2019,Portsmouth,Novice Barebow Men,Zihao Guo,Essex Uni,Novice,169,162,331,57,1
2019,London SEAL 2019,Portsmouth,Novice Barebow Women,Emily Weaver,Kent Uni,Novice,91,132,223,44,4
