Year,Competition,0,1,2,3,4,5,6,7,8,9
2021,Imperial SEAL 2021,Portsmouth,Recurve Men,Lok Lau,Imperial,,274,274,548,60,17
2021,Imperial SEAL 2021,Portsmouth,Recurve Men,Nikolaos Panaretos,Surrey Uni,,275,271,546,60,20
2021,Imperial SEAL 2021,Portsmouth,Recurve Men,Kit-Lun Tong,Uni of East Anglia,,268,273,541,60,23
2021,Imperial SEAL 2021,Portsmouth,Recurve Men,Andy Cole,Uni of East Anglia,,266,273,539,60,17
2021,Imperial SEAL 2021,Portsmouth,Recurve Men,Yuyang Cen,Imperial,,274,260,534,60,20
2021,Imperial SEAL 2021,Portsmouth,Recurve Men,Max Roantree,Uni of East Anglia,,274,253,527,60,21
2021,Imperial SEAL 2021,Portsmouth,Recurve Men,Harrison Moss,Imperial,,266,261,527,60,15
2021,Imperial SEAL 2021,Portsmouth,Recurve Men,Tristan Lim,Imperial,,261,245,506,59,13
2021,Imperial SEAL 2021,Portsmouth,Recurve Men,Afonso Espirito Santo,Surrey Uni,,253,235,488,60,8
2021,Imperial SEAL 2021,Portsmouth,Recurve Men,Teodor Baltoi,Imperial,Novice,241,206,447,60,7
2021,Imperial SEAL 2021,Portsmouth,Recurve Men,Tamer Yazici,Queen Mary Uni,Novice,216,214,430,60,6
2021,Imperial SEAL 2021,Portsmouth,Recurve Men,Arjun Kolli,Imperial,Novice,206,218,424,60,6
2021,Imperial SEAL 2021,Portsmouth,Recurve Men,Xiaoning He,Imperial,Novice,217,194,411,60,4
2021,Imperial SEAL 2021,Portsmouth,Recurve Men,Lucas Miller,Uni of East Anglia,Novice,187,195,382,58,0
2021,Imperial SEAL 2021,Portsmouth,Recurve Men,Thomas Moore,Surrey Uni,Novice,210,169,379,57,1
2021,Imperial SEAL 2021,Portsmouth,Recurve Men,Simeng Li,Imperial,Novice,172,154,326,58,1
2021,Imperial SEAL 2021,Portsmouth,Recurve Men,Thomas Rands,Uni of East Anglia,Novice,164,143,307,56,3
2021,Imperial SEAL 2021,Portsmouth,Recurve Women,Sadhana Jagannath,Surrey Uni,,255,265,520,60,16
2021,Imperial SEAL 2021,Portsmouth,Recurve Women,Emma Moore,Uni of East Anglia,,241,238,479,60,13
2021,Imperial SEAL 2021,Portsmouth,Recurve Women,Tierney Goddard,Uni of East Anglia,Novice,185,183,368,57,3
2021,Imperial SEAL 2021,Portsmouth,Recurve Women,Thanaya Leelakanok,Surrey Uni,Novice,158,149,307,57,3
2021,Imperial SEAL 2021,Portsmouth,Recurve Women,Emma Bleeck,Surrey Uni,Novice,108,176,284,52,1
2021,Imperial SEAL 2021,Portsmouth,Barebow Men,Tom Underhill,Surrey Uni,,272,262,534,60,16
2021,Imperial SEAL 2021,Portsmouth,Barebow Men,Pranoy Lagu,Queen Mary Uni,Novice,192,222,414,60,2
2021,Imperial SEAL 2021,Portsmouth,Barebow Men,Saaqib Asif-Jussab,Queen Mary Uni,,195,200,395,59,2
2021,Imperial SEAL 2021,Portsmouth,Barebow Men,Egandoue Peroumal,Queen Mary Uni,,191,188,379,59,1
2021,Imperial SEAL 2021,Portsmouth,Barebow Men,Ayaan Islam,Queen Mary Uni,Novice,161,154,315,55,2
2021,Imperial SEAL 2021,Portsmouth,Barebow Men,Durgesh Chandrasingh Bheemuck,Queen Mary Uni,Novice,126,165,291,55,4
2021,Imperial SEAL 2021,Portsmouth,Novice Recurve Men,Teodor Baltoi,Imperial,Novice,241,206,447,60,7
2021,Imperial SEAL 2021,Portsmouth,Novice Recurve Men,Tamer Yazici,Queen Mary Uni,Novice,216,214,430,60,6
2021,Imperial SEAL 2021,Portsmouth,Novice Recurve Men,Arjun Kolli,Imperial,Novice,206,218,424,60,6
2021,Imperial SEAL 2021,Portsmouth,Novice Recurve Men,Xiaoning He,Imperial,Novice,217,194,411,60,4
2021,Imperial SEAL 2021,Portsmouth,Novice Recurve Men,Lucas Miller,Uni of East Anglia,Novice,187,195,382,58,0
2021,Imperial SEAL 2021,Portsmouth,Novice Recurve Men,Thomas Moore,Surrey Uni,Novice,210,169,379,57,1
2021,Imperial SEAL 2021,Portsmouth,Novice Recurve Men,Simeng Li,Imperial,Novice,172,154,326,58,1
2021,Imperial SEAL 2021,Portsmouth,Novice Recurve Men,Thomas Rands,Uni of East Anglia,Novice,164,143,307,56,3
2021,Imperial SEAL 2021,Portsmouth,Novice Recurve Women,Tierney Goddard,Uni of East Anglia,Novice,185,183,368,57,3
2021,Imperial SEAL 2021,Portsmouth,Novice Recurve Women,Thanaya Leelakanok,Surrey Uni,Novice,158,149,307,57,3
2021,Imperial SEAL 2021,Portsmouth,Novice Recurve Women,Emma Bleeck,Surrey Uni,Novice,108,176,284,52,1
2021,Imperial SEAL 2021,Portsmouth,Novice Barebow Men,Pranoy Lagu,Queen Mary Uni,Novice,192,222,414,60,2
2021,Imperial SEAL 2021,Portsmouth,Novice Barebow Men,Ayaan Islam,Queen Mary Uni,Novice,161,154,315,55,2
2021,Imperial SEAL 2021,Portsmouth,Novice Barebow Men,Durgesh Chandrasingh Bheemuck,Queen Mary Uni,Novice,126,165,291,55,4
2021,Imperial SEAL 2021,Portsmouth,Novice Barebow Women,Sophie Lodge,Surrey Uni,Novice,136,173,309,55,1
2021,Imperial SEAL 2021,Portsmouth,Novice Barebow Women,Eve Brogan,Queen Mary Uni,Novice,179,124,303,55,2
2021,Imperial SEAL 2021,Portsmouth,Novice Barebow Women,Mariia Kurkova,Queen Mary Uni,Novice,118,112,230,44,0
2021,Imperial SEAL 2021,Portsmouth,Novice Barebow Women,Charlotte Mitchell,Uni of East Anglia,Novice,45,36,81,21,1
2021,Imperial SEAL 2021,Portsmouth,Barebow Women,Sophie Lodge,Surrey Uni,Novice,136,173,309,55,1
2021,Imperial SEAL 2021,Portsmouth,Barebow Women,Eve Brogan,Queen Mary Uni,Novice,179,124,303,55,2
2021,Imperial SEAL 2021,Portsmouth,Barebow Women,Mariia Kurkova,Queen Mary Uni,Novice,118,112,230,44,0
2021,Imperial SEAL 2021,Portsmouth,Barebow Women,Charlotte Mitchell,Uni of East Anglia,Novice,45,36,81,21,1
