Year,Competition,0,1,2,3,4,5,6,7,8,9
2019,Warwick BUTTS 2019,Portsmouth,Recurve Men,William Pike,Warwick Uni,,295.0,294.0,589,60.0,49.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Men,Chris Woodgate,Warwick Uni,,293.0,289.0,582,60.0,44.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Men,Chris Cooper,Loughborough Uni,,285.0,289.0,574,60.0,39.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Men,Sam Armstrong,Warwick Uni,,289.0,281.0,570,60.0,35.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Men,James Gardner,Warwick Uni,,282.0,285.0,567,60.0,30.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Men,Ben Evans,Loughborough Uni,,281.0,284.0,565,60.0,32.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Men,Arthur Coveney,Loughborough Uni,,280.0,281.0,561,60.0,26.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Men,Harry Newman,Loughborough Uni,,278.0,280.0,558,60.0,28.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Men,Krzysztof Nowacki,Derby Uni,,262.0,262.0,524,60.0,20.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Men,James Ireland,Warwick Uni,,258.0,263.0,521,60.0,13.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Men,Jack Crump,Loughborough Uni,,252.0,266.0,518,59.0,15.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Men,Alex Ross,Derby Uni,,266.0,240.0,506,60.0,13.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Men,Daniel Kelly,Derby Uni,,249.0,251.0,500,60.0,11.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Men,Ibrahim Lorgat,Derby Uni,,231.0,234.0,465,59.0,9.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Men,Alex Collins,Warwick Uni,,217.0,191.0,408,57.0,3.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Men,Matthew Parkes,Warwick Uni,,181.0,206.0,387,60.0,5.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Men,Bradley Le-Vien,Derby Uni,,186.0,151.0,337,49.0,4.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Men,Adam Floyd,Derby Uni,,154.0,119.0,273,54.0,2.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Men,Alex Sheardown,Warwick Uni,,,,DNS,,
2019,Warwick BUTTS 2019,Portsmouth,Recurve Women,Sarah Allaway,Warwick Uni,,293.0,285.0,578,60.0,44.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Women,Emma Davis,Warwick Uni,,277.0,291.0,568,60.0,34.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Women,Jodie Green,Warwick Uni,,278.0,272.0,550,60.0,22.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Women,Rebecca Radcliffe,Loughborough Uni,,272.0,267.0,539,60.0,19.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Women,Kate Willett,Warwick Uni,,264.0,274.0,538,60.0,16.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Women,Jennika Vadher,Loughborough Uni,,269.0,265.0,534,60.0,17.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Women,Catrina Salisbury,Loughborough Uni,,257.0,251.0,508,59.0,14.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Women,Jemima Scott,Warwick Uni,,245.0,237.0,482,60.0,12.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Women,Laura Mallinson,Loughborough Uni,,222.0,215.0,437,58.0,3.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Women,Rebecca Kennedy,Derby Uni,,225.0,210.0,435,59.0,8.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Women,Olivia Houston,Derby Uni,,124.0,162.0,286,51.0,4.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Women,Philippa White,Derby Uni,,133.0,137.0,270,53.0,3.0
2019,Warwick BUTTS 2019,Portsmouth,Recurve Women,Sophie Morrison,Derby Uni,,,,DNS,,
2019,Warwick BUTTS 2019,Portsmouth,Compound Men,Kai Thomas-Prause,Warwick Uni,,292.0,292.0,584,60.0,44.0
2019,Warwick BUTTS 2019,Portsmouth,Compound Men,Timothy Jackson,Warwick Uni,,288.0,284.0,572,60.0,32.0
2019,Warwick BUTTS 2019,Portsmouth,Compound Men,Tom Richardson,Loughborough Uni,,285.0,283.0,568,60.0,29.0
2019,Warwick BUTTS 2019,Portsmouth,Longbow Women,Georgie Jones,Loughborough Uni,,205.0,197.0,402,60.0,5.0
2019,Warwick BUTTS 2019,Portsmouth,Barebow Men,Rens Van Velzen,Warwick Uni,,232.0,240.0,472,60.0,4.0
2019,Warwick BUTTS 2019,Portsmouth,Barebow Men,Rhys Owen Gibson,Derby Uni,,223.0,206.0,429,60.0,3.0
2019,Warwick BUTTS 2019,Portsmouth,Barebow Women,Laura Hutchinson,Loughborough Uni,,227.0,223.0,450,60.0,3.0
2019,Warwick BUTTS 2019,Portsmouth,Barebow Women,Heidi Morris,Loughborough Uni,,201.0,205.0,406,57.0,1.0
2019,Warwick BUTTS 2019,Portsmouth,Barebow Women,Megan Purchase,Warwick Uni,,159.0,171.0,330,54.0,4.0
2019,Warwick BUTTS 2019,Portsmouth,Barebow Women,Lou Simon,Warwick Uni,,131.0,166.0,297,50.0,1.0
2019,Warwick BUTTS 2019,Portsmouth,Novice Recurve Men,Clement Sorbier,Warwick Uni,Novice,226.0,228.0,454,60.0,7.0
2019,Warwick BUTTS 2019,Portsmouth,Novice Recurve Men,Jack Magilton,Warwick Uni,Novice,219.0,227.0,446,60.0,3.0
2019,Warwick BUTTS 2019,Portsmouth,Novice Recurve Men,Patrick Alexander,Loughborough Uni,Novice,212.0,230.0,442,60.0,11.0
2019,Warwick BUTTS 2019,Portsmouth,Novice Recurve Men,Mohammed Hussein,Warwick Uni,Novice,195.0,204.0,399,58.0,2.0
2019,Warwick BUTTS 2019,Portsmouth,Novice Recurve Men,Alex Forsyth,Warwick Uni,Novice,205.0,191.0,396,60.0,2.0
2019,Warwick BUTTS 2019,Portsmouth,Novice Recurve Men,Samanthony Gaballa,Loughborough Uni,Novice,197.0,176.0,373,59.0,2.0
2019,Warwick BUTTS 2019,Portsmouth,Novice Recurve Men,Liam Wills,Loughborough Uni,Novice,193.0,169.0,362,56.0,3.0
2019,Warwick BUTTS 2019,Portsmouth,Novice Recurve Men,Cadan Jones,Loughborough Uni,Novice,170.0,183.0,353,58.0,1.0
2019,Warwick BUTTS 2019,Portsmouth,Novice Recurve Men,Joel Davidson,Warwick Uni,Novice,180.0,171.0,351,59.0,3.0
2019,Warwick BUTTS 2019,Portsmouth,Novice Recurve Men,Liam Rice,Loughborough Uni,Novice,201.0,145.0,346,57.0,4.0
2019,Warwick BUTTS 2019,Portsmouth,Novice Recurve Men,Yutian Wen,Loughborough Uni,Novice,166.0,153.0,319,54.0,1.0
