Year,Competition,0,1,2,3,4,5,6,7,8,9
2023,BUTTS 2 Leicester 2023,Portsmouth,Recurve Men,Liam Benwell,Lincoln Uni,,264,274,538,60,21
2023,BUTTS 2 Leicester 2023,Portsmouth,Recurve Men,David Bosmans,Coventry Uni,,262,266,528,60,17
2023,BUTTS 2 Leicester 2023,Portsmouth,Recurve Men,Dan Lewis,Leicester Uni,,251,263,514,60,9
2023,BUTTS 2 Leicester 2023,Portsmouth,Recurve Men,Benjamin Shardow,Coventry Uni,,246,265,511,60,16
2023,BUTTS 2 Leicester 2023,Portsmouth,Recurve Men,Haisum Kiyani,Coventry Uni,,260,248,508,60,18
2023,BUTTS 2 Leicester 2023,Portsmouth,Recurve Men,Jamie Smith,Lincoln Uni,,251,239,490,60,8
2023,BUTTS 2 Leicester 2023,Portsmouth,Recurve Men,Kishen Pankhania,Leicester Uni,,236,246,482,60,12
2023,BUTTS 2 Leicester 2023,Portsmouth,Recurve Men,Harvey Jones,Northampton Uni,,179,197,376,59,3
2023,BUTTS 2 Leicester 2023,Portsmouth,Recurve Men,Aaron Heath,Lincoln Uni,,160,182,342,57,3
2023,BUTTS 2 Leicester 2023,Portsmouth,Recurve Men,Christopher Palmer,Northampton Uni,,139,109,248,47,0
2023,BUTTS 2 Leicester 2023,Portsmouth,Recurve Women,Alice Wood-Stevens,Lincoln Uni,,244,249,493,60,8
2023,BUTTS 2 Leicester 2023,Portsmouth,Recurve Women,In̻s Horta Santos,Coventry Uni,,258,233,491,59,13
2023,BUTTS 2 Leicester 2023,Portsmouth,Recurve Women,Shannon Roper,Lincoln Uni,,123,115,238,48,0
2023,BUTTS 2 Leicester 2023,Portsmouth,Compound Men,Aidan Elves,Lincoln Uni,,287,282,569,60,29
2023,BUTTS 2 Leicester 2023,Portsmouth,Compound Men,Daniel Eyles,Coventry Uni,,282,280,562,60,23
2023,BUTTS 2 Leicester 2023,Portsmouth,Compound Women,Faye Balcombe,Leicester Uni,,284,286,570,60,31
2023,BUTTS 2 Leicester 2023,Portsmouth,Longbow Men,Samuel Bowden,Coventry Uni,,175,177,352,59,2
2023,BUTTS 2 Leicester 2023,Portsmouth,Barebow Men,Sam Prettyman,Leicester Uni,,260,267,527,60,19
2023,BUTTS 2 Leicester 2023,Portsmouth,Barebow Women,Liz Taplin,Coventry Uni,,224,231,455,60,8
2023,BUTTS 2 Leicester 2023,Portsmouth,Barebow Women,Emily Fletcher,Northampton Uni,,244,210,454,60,4
2023,BUTTS 2 Leicester 2023,Portsmouth,Barebow Women,Humairaa Daud,Leicester Uni,,195,165,360,58,5
2023,BUTTS 2 Leicester 2023,Portsmouth,Barebow Women,Connie Hankins,Northampton Uni,,156,169,325,57,2
2023,BUTTS 2 Leicester 2023,Portsmouth,Barebow Women,Katie Baumber,Leicester Uni,,153,137,290,52,2
2023,BUTTS 2 Leicester 2023,Portsmouth,Novice Recurve Men,Chi Long Louis Chow,Coventry Uni,Novice,262,280,542,60,23
2023,BUTTS 2 Leicester 2023,Portsmouth,Novice Recurve Men,Amal Shabu,Coventry Uni,Novice,241,228,469,60,10
2023,BUTTS 2 Leicester 2023,Portsmouth,Novice Recurve Men,Josh Gordon,Northampton Uni,Novice,164,184,348,60,2
2023,BUTTS 2 Leicester 2023,Portsmouth,Novice Recurve Women,Alice Haskell,Leicester Uni,Novice,249,253,502,60,14
2023,BUTTS 2 Leicester 2023,Portsmouth,Novice Recurve Women,Greta Rimkute,Lincoln Uni,Novice,251,240,491,60,11
2023,BUTTS 2 Leicester 2023,Portsmouth,Novice Recurve Women,Eleanor Hills,Leicester Uni,Novice,244,232,476,60,14
2023,BUTTS 2 Leicester 2023,Portsmouth,Novice Recurve Women,Ellie Elliot,Northampton Uni,Novice,126,115,241,50,0
2023,BUTTS 2 Leicester 2023,Portsmouth,Novice Recurve Women,Tanvi Waghela,Leicester Uni,Novice,97,87,184,45,1
2023,BUTTS 2 Leicester 2023,Portsmouth,Novice Recurve Women,Zobia Wadi,Leicester Uni,Novice,91,87,178,37,0
2023,BUTTS 2 Leicester 2023,Portsmouth,Novice Compound Men,Phil Culmer,Lincoln Uni,Novice,88,153,241,33,1
2023,BUTTS 2 Leicester 2023,Portsmouth,Novice Longbow Men,Thomas Nicholson,Lincoln Uni,Novice,106,88,194,37,0
2023,BUTTS 2 Leicester 2023,Portsmouth,Novice Barebow Men,Euan Keith,Coventry Uni,Novice,140,188,328,57,0
2023,BUTTS 2 Leicester 2023,Portsmouth,Novice Barebow Women,Josie Chamberlain,Leicester Uni,Novice,225,220,445,60,3
2023,BUTTS 2 Leicester 2023,Portsmouth,Novice Barebow Women,Anna Tenzin Lockley,Coventry Uni,Novice,224,206,430,60,8
