Year,Competition,0,1,2,3,4,5,6,7,8
2024,WCA Target Day Jan 2024,Portsmouth,Barebow 50+ Men,Steve Morgan,Wallingford,235.0,243.0,478,60.0,9.0
2024,WCA Target Day Jan 2024,Portsmouth,Barebow 50+ Men,Adrian Neale,Wallingford,198.0,178.0,376,58.0,2.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve Men,Nico Collard,Wallingford,282.0,286.0,568,60.0,32.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve Men,Jamie Pointer,Wallingford,257.0,241.0,498,60.0,10.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve Men,Marc Tamlyn,Wallingford,251.0,220.0,471,59.0,9.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve Women,Jasmine Grosso,Wallingford,264.0,269.0,533,60.0,17.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve U18 Men,Ellis Curwen,Wallingford,160.0,140.0,300,52.0,1.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve U18 Women,Jasmine Pollard,Wallingford,,,DNS,,
2024,WCA Target Day Jan 2024,Portsmouth,Recurve U16 Men,Samuel Jones,Wallingford,181.0,179.0,360,56.0,3.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve U16 Men,Peter Brew,Wallingford,,,DNS,,
2024,WCA Target Day Jan 2024,Portsmouth,Recurve U16 Women,Jasmine Harris,Wallingford,274.0,273.0,547,60.0,25.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve U16 Women,Amelia Krupa,Wallingford,191.0,216.0,407,60.0,5.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve U15 Women,Matilda Clayson,Wallingford,221.0,215.0,436,60.0,5.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve U15 Women,Amber Bishop,Wallingford,174.0,154.0,328,59.0,2.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve U14 Men,Joel Nichols,Wallingford,220.0,227.0,447,60.0,7.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve U14 Men,Oscar Nash,Wallingford,174.0,189.0,363,57.0,4.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve U14 Men,Arthur Hammond,Wallingford,153.0,182.0,335,58.0,1.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve U14 Men,Cameron Wallace,Wallingford,143.0,158.0,301,58.0,0.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve U14 Men,Kavarenah Ariana-Guevarra,Wallingford,153.0,144.0,297,54.0,2.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve U14 Women,Sophie Aston,Wallingford,166.0,139.0,305,55.0,1.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve U12 Men,Alex Day,Wallingford,145.0,165.0,310,55.0,3.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve U12 Men,Leo Nash,Wallingford,133.0,128.0,261,53.0,1.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve U12 Men,Jacob Reynolds,Wallingford,129.0,122.0,251,48.0,0.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve U12 Women,Molly Ridgway,Wallingford,202.0,174.0,376,60.0,0.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve U12 Women,Emily Hawley,Wallingford,158.0,166.0,324,57.0,0.0
2024,WCA Target Day Jan 2024,Portsmouth,Recurve U12 Women,Ellie Freeman,Wallingford,89.0,139.0,228,48.0,0.0
2024,WCA Target Day Jan 2024,WA 18m,Recurve 50+ Men,Richard Pollard,Wallingford,198.0,175.0,373,1.0,
2024,WCA Target Day Jan 2024,WA 18m,Recurve 50+ Men,Andy Climpson,Wallingford,,,DNS,,
2024,WCA Target Day Jan 2024,WA 18m,Recurve 50+ Women,Rebecca Neale,Wallingford,202.0,218.0,420,3.0,
2024,WCA Target Day Jan 2024,WA 18m,Recurve Men,Andy Buchan,Wallingford,265.0,250.0,515,15.0,
2024,WCA Target Day Jan 2024,WA 18m,Recurve Men,Stephen McFadden,Wallingford,243.0,247.0,490,10.0,
2024,WCA Target Day Jan 2024,WA 18m,Recurve Women,Lowenna Dunstan,Wallingford,219.0,211.0,430,4.0,
2024,WCA Target Day Jan 2024,WA 18m,Recurve Women,Tanith Ridgway,Wallingford,204.0,203.0,407,4.0,
2024,WCA Target Day Jan 2024,WA 18m,Recurve Women,Siobhan Tyson,Wallingford,171.0,162.0,333,3.0,
2024,WCA Target Day Jan 2024,WA 18m,Recurve Women,Rachel Pollard,Wallingford,,,DNS,,
2024,WCA Target Day Jan 2024,WA 18m,Recurve U21 Women,Erin King,Wallingford,235.0,237.0,472,4.0,
