Year,Competition,0,1,2,3,4,5,6,7
2022,Wallingford IS 2022,WA 18m,Recurve Men,Nico Collard,Wallingford,274.0,266.0,540,20.0
2022,Wallingford IS 2022,WA 18m,Recurve Men,Sathish Kumar Kannan,Newport Pagnell,270.0,267.0,537,21.0
2022,Wallingford IS 2022,WA 18m,Recurve Men,Colin Simpson,Warfield,271.0,261.0,532,24.0
2022,Wallingford IS 2022,WA 18m,Recurve Men,Stuart Walker,Harlequin,257.0,269.0,526,22.0
2022,Wallingford IS 2022,WA 18m,Recurve Men,Stephen Fidler,Buscot Park,243.0,263.0,506,12.0
2022,Wallingford IS 2022,WA 18m,Recurve Men,Stephen McFadden,Wallingford,242.0,247.0,489,7.0
2022,Wallingford IS 2022,WA 18m,Recurve Men,Kevin Griffiths,Wallingford,240.0,228.0,468,5.0
2022,Wallingford IS 2022,WA 18m,Recurve Men,Srinivas Yellapragada,Shenley,187.0,185.0,372,2.0
2022,Wallingford IS 2022,WA 18m,Recurve Women,Jasmine Grosso,Wallingford,227.0,238.0,465,5.0
2022,Wallingford IS 2022,WA 18m,Recurve Women,Hayley Wickens,Wallingford,219.0,229.0,448,8.0
2022,Wallingford IS 2022,WA 18m,Recurve Women,Becky Stacey,Wallingford,227.0,204.0,431,5.0
2022,Wallingford IS 2022,WA 18m,Recurve Women,Charlie Wortley,Wallingford,226.0,177.0,403,5.0
2022,Wallingford IS 2022,WA 18m,Recurve Women,Yashasvi Yellapragada,Shenley,204.0,179.0,383,4.0
2022,Wallingford IS 2022,WA 18m,Recurve Women,Erithelgi-Dionysia Meramveliotaki,Wallingford,160.0,153.0,313,1.0
2022,Wallingford IS 2022,WA 18m,Recurve Women,Ellie Wortley,Wallingford,157.0,112.0,269,1.0
2022,Wallingford IS 2022,WA 18m,Compound Men,John Foley,Fort Purbrook,283.0,288.0,571,31.0
2022,Wallingford IS 2022,WA 18m,Compound Men,Chris Stubbs,Wallingford,279.0,281.0,560,21.0
2022,Wallingford IS 2022,WA 18m,Compound Men,Ray Park,Wallingford,273.0,279.0,552,16.0
2022,Wallingford IS 2022,WA 18m,Compound Men,Michael Smith,Wallingford,277.0,269.0,546,13.0
2022,Wallingford IS 2022,WA 18m,Compound Men,Chris Wood,Wallingford,271.0,262.0,533,13.0
2022,Wallingford IS 2022,WA 18m,Compound Men,Jose Goncalves,AGB,260.0,262.0,522,10.0
2022,Wallingford IS 2022,WA 18m,Compound Men,Steve Griffiths,Medway,,,DNS,
2022,Wallingford IS 2022,WA 18m,Compound Women,Rachael Graham,AC Delco,263.0,272.0,535,13.0
2022,Wallingford IS 2022,WA 18m,Compound Women,Nicola Wood,Wallingford,263.0,270.0,533,9.0
2022,Wallingford IS 2022,WA 18m,Compound Women,Hannah Brown,Medway,,,DNS,
2022,Wallingford IS 2022,WA 18m,Compound Women,Isabella Bruguier,Crystal Palace,,,DNS,
2022,Wallingford IS 2022,WA 18m,Barebow Men,Oliver Hicks,Warfield,269.0,266.0,535,19.0
2022,Wallingford IS 2022,WA 18m,Barebow Women,Cheryl King,Wallingford,233.0,253.0,486,10.0
2022,Wallingford IS 2022,WA 18m,Barebow Women,Emily Summers,Deer Park,223.0,222.0,445,7.0
