Year,Competition,0,1,2,3,4,5,6,7,8,9
2025,East Anglia SEAL 2025,Portsmouth,Recurve Men,Chad Cox,Anglia Ruskin Uni,,265,262,527,60,14
2025,East Anglia SEAL 2025,Portsmouth,Recurve Men,Daniel Billings,Uni of East Anglia,,260,259,519,60,14
2025,East Anglia SEAL 2025,Portsmouth,Recurve Men,Alex Staples,Anglia Ruskin Uni,,235,247,482,60,8
2025,East Anglia SEAL 2025,Portsmouth,Recurve Men,Daniel Cowell,Uni of East Anglia,,244,236,480,60,15
2025,East Anglia SEAL 2025,Portsmouth,Recurve Men,Lewis Ford-Holmes,Uni of East Anglia,,244,222,466,60,10
2025,East Anglia SEAL 2025,Portsmouth,Recurve Men,Linn Thant,Anglia Ruskin Uni,,225,225,450,60,5
2025,East Anglia SEAL 2025,Portsmouth,Recurve Men,James Sexstone,Anglia Ruskin Uni,,226,209,435,60,5
2025,East Anglia SEAL 2025,Portsmouth,Recurve Men,Artur Baran,Queen Mary Uni,,211,215,426,59,6
2025,East Anglia SEAL 2025,Portsmouth,Recurve Men,Ammar Hassan,Anglia Ruskin Uni,Novice,101,76,177,37,0
2025,East Anglia SEAL 2025,Portsmouth,Recurve Women,Yesmine Dahmani,Uni of East Anglia,,225,246,471,60,9
2025,East Anglia SEAL 2025,Portsmouth,Recurve Women,Zahraa Abrahams,Queen Mary Uni,,221,235,456,59,7
2025,East Anglia SEAL 2025,Portsmouth,Recurve Women,Lucy Dollin,Anglia Ruskin Uni,Novice,111,134,245,44,1
2025,East Anglia SEAL 2025,Portsmouth,Recurve Women,Keerthana Manchala,Queen Mary Uni,,128,114,242,49,2
2025,East Anglia SEAL 2025,Portsmouth,Longbow Men,Usayd Al-Siddiq,Queen Mary Uni,,49,40,89,23,1
2025,East Anglia SEAL 2025,Portsmouth,Barebow Women,Aria Seebold,Uni of East Anglia,Novice,185,222,407,58,7
2025,East Anglia SEAL 2025,Portsmouth,Barebow Women,Miranda Brunyee,Queen Mary Uni,,203,201,404,59,1
2025,East Anglia SEAL 2025,Portsmouth,Barebow Women,Eva Stearn,Anglia Ruskin Uni,,168,169,337,57,2
2025,East Anglia SEAL 2025,Portsmouth,Barebow Women,Sienna Ritzen,Uni of East Anglia,Novice,145,171,316,59,0
2025,East Anglia SEAL 2025,Portsmouth,Barebow Women,Olivia Dutson,Uni of East Anglia,Novice,135,154,289,53,2
2025,East Anglia SEAL 2025,Portsmouth,Barebow Women,Georgia Setchell,Anglia Ruskin Uni,Novice,121,90,211,40,0
2025,East Anglia SEAL 2025,Portsmouth,Novice Recurve Men,Ammar Hassan,Anglia Ruskin Uni,Novice,101,76,177,37,0
2025,East Anglia SEAL 2025,Portsmouth,Novice Recurve Women,Lucy Dollin,Anglia Ruskin Uni,Novice,111,134,245,44,1
2025,East Anglia SEAL 2025,Portsmouth,Novice Barebow Men,Wasif Haque,Queen Mary Uni,Novice,227,221,448,60,5
2025,East Anglia SEAL 2025,Portsmouth,Novice Barebow Men,Jack Welsh,Uni of East Anglia,Novice,104,140,244,51,1
2025,East Anglia SEAL 2025,Portsmouth,Novice Barebow Men,Abdul Aziz Suraka Idrissou,Queen Mary Uni,Novice,127,98,225,49,1
2025,East Anglia SEAL 2025,Portsmouth,Barebow Men,Wasif Haque,Queen Mary Uni,Novice,227,221,448,60,5
2025,East Anglia SEAL 2025,Portsmouth,Barebow Men,Jack Welsh,Uni of East Anglia,Novice,104,140,244,51,1
2025,East Anglia SEAL 2025,Portsmouth,Barebow Men,Abdul Aziz Suraka Idrissou,Queen Mary Uni,Novice,127,98,225,49,1
2025,East Anglia SEAL 2025,Portsmouth,Novice Barebow Women,Aria Seebold,Uni of East Anglia,Novice,185,222,407,58,7
2025,East Anglia SEAL 2025,Portsmouth,Novice Barebow Women,Sienna Ritzen,Uni of East Anglia,Novice,145,171,316,59,0
2025,East Anglia SEAL 2025,Portsmouth,Novice Barebow Women,Olivia Dutson,Uni of East Anglia,Novice,135,154,289,53,2
2025,East Anglia SEAL 2025,Portsmouth,Novice Barebow Women,Georgia Setchell,Anglia Ruskin Uni,Novice,121,90,211,40,0
