Year,Competition,0,1,2,3,4,5,6,7,8,9
2023,Sussex Uni Friendly 2023,Portsmouth,Recurve Men,Marcus Locke,1066,,265.0,251.0,516,59.0,13.0
2023,Sussex Uni Friendly 2023,Portsmouth,Compound Men,Masoud Rahimpoor,Brighton Uni,,235.0,250.0,485,56.0,7.0
2023,Sussex Uni Friendly 2023,Portsmouth,Barebow Men,Rami Aldahir,Sussex Uni,,181.0,194.0,375,59.0,3.0
2023,Sussex Uni Friendly 2023,Portsmouth,Barebow Men,Michael Asplin,Sussex Uni,,182.0,155.0,337,58.0,2.0
2023,Sussex Uni Friendly 2023,Portsmouth,Barebow Women,Kennedy Sovine,Brighton Uni,,155.0,149.0,304,56.0,0.0
2023,Sussex Uni Friendly 2023,Portsmouth,Recurve U21 Men,James Ingham,Sussex Uni,,262.0,249.0,511,60.0,10.0
2023,Sussex Uni Friendly 2023,Portsmouth,Recurve U21 Men,Shaun Washer,Sussex Uni,,247.0,237.0,484,60.0,7.0
2023,Sussex Uni Friendly 2023,Portsmouth,Recurve U21 Women,Changxin Alina Bell,Sussex Uni,,228.0,236.0,464,60.0,4.0
2023,Sussex Uni Friendly 2023,Portsmouth,Recurve U21 Women,Hazel Lye,Brighton Uni,,229.0,232.0,461,60.0,7.0
2023,Sussex Uni Friendly 2023,Portsmouth,Barebow U21 Men,Michael Dye,Sussex Uni,,196.0,214.0,410,59.0,4.0
2023,Sussex Uni Friendly 2023,Portsmouth,Barebow U21 Women,Alex Fraser,Brighton Uni,,213.0,229.0,442,60.0,6.0
2023,Sussex Uni Friendly 2023,Portsmouth,Barebow U21 Women,Niamh Starnes,Sussex Uni,,188.0,216.0,404,60.0,6.0
2023,Sussex Uni Friendly 2023,Portsmouth,Barebow U21 Women,Jessica Millar,Sussex Uni,,188.0,153.0,341,57.0,3.0
2023,Sussex Uni Friendly 2023,Portsmouth,Barebow U21 Women,Alys Williams,Sussex Uni,,186.0,128.0,314,53.0,2.0
2023,Sussex Uni Friendly 2023,Portsmouth,Novice Recurve U21 Women,Alison Ebbels,Sussex Uni,Novice,211.0,218.0,429,60.0,2.0
2023,Sussex Uni Friendly 2023,Portsmouth,Novice Recurve U21 Women,Jaiden Hewitt-Taylor,Sussex Uni,Novice,92.0,175.0,267,47.0,3.0
2023,Sussex Uni Friendly 2023,Portsmouth,Novice Barebow U21 Men,Steven Cooper,Brighton Uni,Novice,,,DNS,,
2023,Sussex Uni Friendly 2023,Portsmouth,Novice Barebow U21 Women,Daphne Edge,Sussex Uni,Novice,184.0,178.0,362,57.0,5.0
2023,Sussex Uni Friendly 2023,Portsmouth,Novice Barebow U21 Women,Diana Emilova,Brighton Uni,Novice,131.0,137.0,268,49.0,0.0
2023,Sussex Uni Friendly 2023,Portsmouth,Novice Barebow U21 Women,Phoebe Warton,Brighton Uni,Novice,,,DNS,,
2023,Sussex Uni Friendly 2023,Portsmouth,Compound U15 Men,Lewis Powell,Sussex Juniors,,263.0,267.0,530,60.0,3.0
2023,Sussex Uni Friendly 2023,Portsmouth,Compound U14 Men,Chris Niblock,Sussex Juniors,,268.0,257.0,525,59.0,6.0
2023,Sussex Uni Friendly 2023,Portsmouth,Compound U14 Men,Jack Ward,Sussex Juniors,,251.0,268.0,519,59.0,6.0
2023,Sussex Uni Friendly 2023,Portsmouth,Compound U14 Women,Amanda Barr,Sussex Juniors,,270.0,280.0,550,59.0,19.0
2023,Sussex Uni Friendly 2023,Portsmouth,Compound U14 Women,Emily Turner,Sussex Juniors,,248.0,238.0,486,59.0,3.0
2023,Sussex Uni Friendly 2023,Portsmouth,Barebow U14 Men,Ben Brown,Sussex Juniors,,186.0,221.0,407,60.0,5.0
2023,Sussex Uni Friendly 2023,Portsmouth,Barebow U14 Women,Merryn Weston,Sussex Juniors,,90.0,167.0,257,49.0,2.0
2023,Sussex Uni Friendly 2023,Portsmouth,Recurve U12 Men,Archie Dunn,Sussex Juniors,,239.0,255.0,494,60.0,9.0
