Year,Competition,0,1,2,3,4,5,6,7,8
2024,WCA Target Day Feb 2024,Portsmouth,Recurve 50+ Men,Clive Sharpe,Wallingford,212.0,220.0,432,59.0,4.0
2024,WCA Target Day Feb 2024,Portsmouth,Barebow 50+ Men,Steve Morgan,Wallingford,250.0,246.0,496,60.0,10.0
2024,WCA Target Day Feb 2024,Portsmouth,Barebow 50+ Men,Adrian Neale,Wallingford,168.0,146.0,314,58.0,3.0
2024,WCA Target Day Feb 2024,Portsmouth,Recurve Men,Nico Collard,Wallingford,295.0,294.0,589,60.0,49.0
2024,WCA Target Day Feb 2024,Portsmouth,Recurve Men,Stephen McFadden,Wallingford,271.0,263.0,534,60.0,14.0
2024,WCA Target Day Feb 2024,Portsmouth,Recurve Men,Jamie Pointer,Wallingford,252.0,240.0,492,60.0,10.0
2024,WCA Target Day Feb 2024,Portsmouth,Recurve Women,Jasmine Grosso,Wallingford,253.0,255.0,508,60.0,11.0
2024,WCA Target Day Feb 2024,Portsmouth,Recurve Women,Siobhan Tyson,Wallingford,244.0,250.0,494,60.0,13.0
2024,WCA Target Day Feb 2024,Portsmouth,Compound Men,Chris Stubbs,Wallingford,277.0,286.0,563,59.0,33.0
2024,WCA Target Day Feb 2024,Portsmouth,Recurve U18 Women,Zoe Weston,Wallingford,195.0,227.0,422,60.0,6.0
2024,WCA Target Day Feb 2024,Portsmouth,Recurve U16 Men,Samuel Jones,Wallingford,203.0,207.0,410,59.0,2.0
2024,WCA Target Day Feb 2024,Portsmouth,Recurve U16 Women,Charlie Wortley,Wallingford,259.0,207.0,466,57.0,9.0
2024,WCA Target Day Feb 2024,Portsmouth,Recurve U16 Women,Amelia Krupa,Wallingford,175.0,199.0,374,59.0,4.0
2024,WCA Target Day Feb 2024,Portsmouth,Recurve U15 Women,Matilda Clayson,Wallingford,224.0,232.0,456,60.0,7.0
2024,WCA Target Day Feb 2024,Portsmouth,Recurve U15 Women,Amber Bishop,Wallingford,90.0,115.0,205,46.0,1.0
2024,WCA Target Day Feb 2024,Portsmouth,Recurve U14 Men,Alec Bowling,Wallingford,238.0,243.0,481,60.0,6.0
2024,WCA Target Day Feb 2024,Portsmouth,Recurve U14 Men,Cameron Wallace,Wallingford,182.0,200.0,382,58.0,6.0
2024,WCA Target Day Feb 2024,Portsmouth,Recurve U14 Men,Joel Nichols,Wallingford,202.0,169.0,371,59.0,5.0
2024,WCA Target Day Feb 2024,Portsmouth,Recurve U14 Men,Oscar Nash,Wallingford,183.0,181.0,364,59.0,4.0
2024,WCA Target Day Feb 2024,Portsmouth,Recurve U14 Men,Arthur Hammond,Wallingford,155.0,174.0,329,58.0,1.0
2024,WCA Target Day Feb 2024,Portsmouth,Recurve U14 Men,Kavarenah Ariana-Guevarra,Wallingford,142.0,161.0,303,56.0,2.0
2024,WCA Target Day Feb 2024,Portsmouth,Recurve U14 Women,Ellie Wortley,Wallingford,205.0,198.0,403,59.0,8.0
2024,WCA Target Day Feb 2024,Portsmouth,Recurve U14 Women,Sophie Aston,Wallingford,,,DNS,,
2024,WCA Target Day Feb 2024,Portsmouth,Recurve U12 Men,Leo Nash,Wallingford,101.0,109.0,210,40.0,0.0
2024,WCA Target Day Feb 2024,WA 18m,Recurve 50+ Men,Andy Climpson,Wallingford,247.0,239.0,486,12.0,
2024,WCA Target Day Feb 2024,WA 18m,Recurve 50+ Men,Richard Pollard,Wallingford,219.0,232.0,451,6.0,
2024,WCA Target Day Feb 2024,WA 18m,Recurve 50+ Men,William Rockley,Wallingford,235.0,209.0,444,7.0,
2024,WCA Target Day Feb 2024,WA 18m,Recurve 50+ Women,Rebecca Neale,Wallingford,225.0,214.0,439,7.0,
2024,WCA Target Day Feb 2024,WA 18m,Recurve Men,Lee Hayes,Wallingford,244.0,221.0,465,7.0,
2024,WCA Target Day Feb 2024,WA 18m,Recurve Men,Andy Buchan,Wallingford,,,DNS,,
2024,WCA Target Day Feb 2024,WA 18m,Recurve Women,Lowenna Dunstan,Wallingford,187.0,209.0,396,3.0,
2024,WCA Target Day Feb 2024,WA 18m,Recurve Women,Rachel Pollard,Wallingford,172.0,210.0,382,1.0,
2024,WCA Target Day Feb 2024,WA 18m,Barebow Women,Cheryl King,Wallingford,124.0,137.0,261,2.0,
2024,WCA Target Day Feb 2024,WA 18m,Recurve U21 Women,Erin King,Wallingford,223.0,243.0,466,8.0,
