Year,Competition,0,1,2,3,4,5,6,7,8,9
2023,Kent SEAL 2023,Portsmouth,Recurve Men,Fabien Coomber,Essex Uni,,245,269,514,60,16
2023,Kent SEAL 2023,Portsmouth,Recurve Men,Jinseok Park,Essex Uni,,214,222,436,59,5
2023,Kent SEAL 2023,Portsmouth,Recurve Men,Joseph Wole-Abu,Essex Uni,,191,174,365,58,2
2023,Kent SEAL 2023,Portsmouth,Recurve Men,Sebastian Sharrocks,Kent Uni,,182,153,335,57,0
2023,Kent SEAL 2023,Portsmouth,Recurve Men,Ethan Finch,Kent Uni,,156,146,302,58,1
2023,Kent SEAL 2023,Portsmouth,Recurve Women,Emma Smith,Essex Uni,,264,260,524,60,12
2023,Kent SEAL 2023,Portsmouth,Recurve Women,Kara Slaney-Parker,Kent Uni,,187,188,375,59,6
2023,Kent SEAL 2023,Portsmouth,Barebow Men,Patrick Devlin,Kent Uni,,98,122,220,48,1
2023,Kent SEAL 2023,Portsmouth,Barebow Men,William Haysom,Kent Uni,,85,102,187,41,0
2023,Kent SEAL 2023,Portsmouth,Barebow Women,San Yin,Kent Uni,,203,191,394,60,0
2023,Kent SEAL 2023,Portsmouth,Barebow Women,Abbie Scott,Kent Uni,,124,118,242,48,1
2023,Kent SEAL 2023,Portsmouth,Novice Recurve Women,Yana Chaikovska,Essex Uni,Novice,196,168,364,56,2
2023,Kent SEAL 2023,Portsmouth,Novice Recurve Women,Oluwadamilare Uthman,Essex Uni,Novice,171,183,354,60,0
2023,Kent SEAL 2023,Portsmouth,Novice Recurve Women,Tamara Mlekus,Essex Uni,Novice,194,156,350,57,2
2023,Kent SEAL 2023,Portsmouth,Novice Recurve Women,Anna Kurhanovych,Essex Uni,Novice,133,180,313,53,2
2023,Kent SEAL 2023,Portsmouth,Novice Recurve Women,Casey Keating,Essex Uni,Novice,145,74,219,48,2
2023,Kent SEAL 2023,Portsmouth,Novice Barebow Men,Connor Wood,Kent Uni,Novice,196,201,397,59,5
2023,Kent SEAL 2023,Portsmouth,Novice Barebow Men,Tyrese Simms-Trotman,Kent Uni,Novice,135,133,268,52,4
2023,Kent SEAL 2023,Portsmouth,Novice Barebow Women,Felicity Hopkins,Kent Uni,Novice,52,124,176,34,1
2023,Kent SEAL 2023,Portsmouth,Novice Barebow Women,Poppy Ansermoz,Kent Uni,Novice,97,54,151,34,0
