Year,Competition,0,1,2,3,4,5,6,7,8,9
2025,Portsmouth SEAL 2025,Portsmouth,Recurve Men,Min Seok Kim,Southampton Uni,,294,290,584,60,44
2025,Portsmouth SEAL 2025,Portsmouth,Recurve Men,Aryan Sharda,Surrey Uni,,291,286,577,60,40
2025,Portsmouth SEAL 2025,Portsmouth,Recurve Men,Isaac Mcllwrath,Surrey Uni,,285,282,567,60,31
2025,Portsmouth SEAL 2025,Portsmouth,Recurve Men,Joseph Hamilton,Portsmouth Uni,,268,267,535,60,18
2025,Portsmouth SEAL 2025,Portsmouth,Recurve Men,Rafael Paulo,Southampton Uni,Novice,243,250,493,60,8
2025,Portsmouth SEAL 2025,Portsmouth,Recurve Men,Nicholas Sexton,Southampton Uni,Novice,225,246,471,60,8
2025,Portsmouth SEAL 2025,Portsmouth,Recurve Men,Thomas Howe,Southampton Uni,,243,214,457,60,6
2025,Portsmouth SEAL 2025,Portsmouth,Recurve Men,Oskar Durys,Surrey Uni,Novice,237,215,452,60,4
2025,Portsmouth SEAL 2025,Portsmouth,Recurve Men,Tom Van Lottum,Surrey Uni,Novice,224,219,443,59,3
2025,Portsmouth SEAL 2025,Portsmouth,Recurve Men,James Moor,Surrey Uni,Novice,140,142,282,52,4
2025,Portsmouth SEAL 2025,Portsmouth,Recurve Women,Megan Hadley,Southampton Uni,,278,269,547,60,23
2025,Portsmouth SEAL 2025,Portsmouth,Recurve Women,Harriet Crook,Southampton Uni,,274,272,546,60,23
2025,Portsmouth SEAL 2025,Portsmouth,Recurve Women,Masha Ignatieva,Southampton Uni,,270,256,526,60,17
2025,Portsmouth SEAL 2025,Portsmouth,Recurve Women,Fin Hamp,Surrey Uni,,264,258,522,59,15
2025,Portsmouth SEAL 2025,Portsmouth,Recurve Women,Emily Menezes,Surrey Uni,,268,253,521,58,19
2025,Portsmouth SEAL 2025,Portsmouth,Recurve Women,Charlotte Cook,Surrey Uni,Novice,237,254,491,60,11
2025,Portsmouth SEAL 2025,Portsmouth,Recurve Women,Jasmine Dadey,Southampton Uni,Novice,237,243,480,60,10
2025,Portsmouth SEAL 2025,Portsmouth,Recurve Women,Eva Allwood,Portsmouth Uni,,209,210,419,60,5
2025,Portsmouth SEAL 2025,Portsmouth,Barebow Men,Jack Heath,Portsmouth Uni,,232,249,481,60,9
2025,Portsmouth SEAL 2025,Portsmouth,Barebow Men,Christopher Bourne,Portsmouth Uni,,174,164,338,55,4
2025,Portsmouth SEAL 2025,Portsmouth,Barebow Women,Rosie Willcox,Portsmouth Uni,,243,228,471,60,9
2025,Portsmouth SEAL 2025,Portsmouth,Barebow Women,Louise Burt,Portsmouth Uni,,154,137,291,55,0
2025,Portsmouth SEAL 2025,Portsmouth,Barebow Women,Joana Filipa Cabral Da Silva Dos Santos Diniz,Portsmouth Uni,Novice,118,98,216,46,3
2025,Portsmouth SEAL 2025,Portsmouth,Novice Recurve Men,Rafael Paulo,Southampton Uni,Novice,243,250,493,60,8
2025,Portsmouth SEAL 2025,Portsmouth,Novice Recurve Men,Nicholas Sexton,Southampton Uni,Novice,225,246,471,60,8
2025,Portsmouth SEAL 2025,Portsmouth,Novice Recurve Men,Oskar Durys,Surrey Uni,Novice,237,215,452,60,4
2025,Portsmouth SEAL 2025,Portsmouth,Novice Recurve Men,Tom Van Lottum,Surrey Uni,Novice,224,219,443,59,3
2025,Portsmouth SEAL 2025,Portsmouth,Novice Recurve Men,James Moor,Surrey Uni,Novice,140,142,282,52,4
2025,Portsmouth SEAL 2025,Portsmouth,Novice Recurve Women,Charlotte Cook,Surrey Uni,Novice,237,254,491,60,11
2025,Portsmouth SEAL 2025,Portsmouth,Novice Recurve Women,Jasmine Dadey,Southampton Uni,Novice,237,243,480,60,10
2025,Portsmouth SEAL 2025,Portsmouth,Novice Barebow Women,Joana Filipa Cabral Da Silva Dos Santos Diniz,Portsmouth Uni,Novice,118,98,216,46,3
