Year,Competition,0,1,2,3,4,5,6,7,8
2019,Deer Park CJAL 2019,Portsmouth,Recurve U18 Men,Riley Spencer-Nice,Deer Park,293.0,290.0,583,60.0,43.0
2019,Deer Park CJAL 2019,Portsmouth,Recurve U18 Men,Noah Downs,Cleve,252.0,251.0,503,60.0,12.0
2019,Deer Park CJAL 2019,Portsmouth,Recurve U18 Men,Nick Mann,Supermarine,255.0,236.0,491,60.0,7.0
2019,Deer Park CJAL 2019,Portsmouth,Recurve U18 Women,Molly Peters,Deer Park,274.0,278.0,552,60.0,27.0
2019,Deer Park CJAL 2019,Portsmouth,Recurve U18 Women,Anna Perkins,Cleve,272.0,272.0,544,60.0,19.0
2019,Deer Park CJAL 2019,Portsmouth,Recurve U18 Women,Ella Shield,Cleve,245.0,250.0,495,60.0,14.0
2019,Deer Park CJAL 2019,Portsmouth,Recurve U18 Women,Rebecca Adams,Supermarine,199.0,188.0,387,59.0,4.0
2019,Deer Park CJAL 2019,Portsmouth,Recurve U18 Women,Holly Mae Clapton,Deer Park,201.0,164.0,365,60.0,2.0
2019,Deer Park CJAL 2019,Portsmouth,Compound U18 Men,Ethan Steytler,Supermarine,265.0,272.0,537,60.0,11.0
2019,Deer Park CJAL 2019,Portsmouth,Compound U18 Women,Sophia Boulton,Cleve,273.0,273.0,546,60.0,10.0
2019,Deer Park CJAL 2019,Portsmouth,Barebow U18 Women,Imogen Colenutt,Deer Park,226.0,234.0,460,60.0,7.0
2019,Deer Park CJAL 2019,Portsmouth,Recurve U14 Men,Will Hardy,Cleve,240.0,241.0,481,60.0,7.0
2019,Deer Park CJAL 2019,Portsmouth,Recurve U14 Women,Jessica Dale,Cleve,243.0,249.0,492,60.0,11.0
2019,Deer Park CJAL 2019,Portsmouth,Recurve U14 Women,Poppy Dunning,Cleve,207.0,185.0,392,59.0,3.0
2019,Deer Park CJAL 2019,Portsmouth,Recurve U14 Women,Nimue Steytler,Supermarine,177.0,173.0,350,57.0,4.0
2019,Deer Park CJAL 2019,Portsmouth,Recurve U14 Women,Imogen Lynch,Supermarine,170.0,127.0,297,53.0,1.0
2019,Deer Park CJAL 2019,Portsmouth,Recurve U14 Women,Milly Higgins,Supermarine,110.0,137.0,247,50.0,0.0
2019,Deer Park CJAL 2019,Portsmouth,Recurve U14 Women,Josie Higgins,Supermarine,72.0,80.0,152,40.0,0.0
2019,Deer Park CJAL 2019,Portsmouth,Compound U14 Men,William Slack,Deer Park,204.0,234.0,438,56.0,1.0
2019,Deer Park CJAL 2019,Portsmouth,Barebow U14 Women,Lola Checketts,Deer Park,177.0,192.0,369,57.0,5.0
2019,Deer Park CJAL 2019,Portsmouth,Barebow U14 Women,Katy Reece,Deer Park,,,DNS,,
