Year,Competition,0,1,2,3,4,5,6,7,8
2020,Burleigh CJAL 2020,Portsmouth,Recurve U18 Men,Harry Bayliss,Bicester,263.0,250.0,513,60.0,15.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U18 Women,Emelia Belshaw,Burleigh,286.0,270.0,556,60.0,26.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U18 Women,Ella Perring,Wallingford,271.0,273.0,544,60.0,25.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U18 Women,Abbie Climpson,Wallingford,262.0,262.0,524,60.0,17.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U18 Women,Chloe Welch,Bicester,248.0,243.0,491,60.0,8.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U18 Women,Becky Stacey,Wallingford,241.0,235.0,476,60.0,7.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U18 Women,Hannah Devlin,Warfield,228.0,232.0,460,60.0,6.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U18 Women,Ella Skipsey,Burleigh,215.0,217.0,432,60.0,5.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U18 Women,Ulla Argent,Bicester,206.0,161.0,367,59.0,4.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U14 Men,Joshua Hetherington,Warfield,253.0,269.0,522,60.0,16.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U14 Men,Oliver Hicks,Warfield,221.0,222.0,443,60.0,4.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U14 Men,Stephen Bohmer,Bicester,224.0,216.0,440,60.0,3.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U14 Men,Michael Lamothe-Atkinson,Bicester,211.0,221.0,432,58.0,5.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U14 Men,Joe Andrews,Wallingford,220.0,206.0,426,58.0,4.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U14 Men,Samuel Ball,Wallingford,212.0,210.0,422,60.0,4.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U14 Men,Marshall Bayliss,Bicester,154.0,138.0,292,53.0,1.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U14 Men,Finlay Hicks,Warfield,147.0,143.0,290,56.0,1.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U14 Men,Brogan Burke,Warfield,152.0,137.0,289,50.0,3.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U14 Men,Cameron Oglvie,Bicester,,,DNS,,
2020,Burleigh CJAL 2020,Portsmouth,Recurve U14 Women,Isabelle de Verteuil,Burleigh,229.0,217.0,446,60.0,5.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U14 Women,Lily Knutton,Wallingford,210.0,201.0,411,59.0,2.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U14 Women,Lara Brown,Burleigh,197.0,204.0,401,60.0,4.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U14 Women,Lexie Carrie,Burleigh,204.0,196.0,400,57.0,5.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U14 Women,Amelia Mae Griffiths,Wallingford,197.0,187.0,384,58.0,3.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U14 Women,Aimee Green,Burleigh,183.0,198.0,381,60.0,2.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U14 Women,Olivia Woolger,Warfield,188.0,192.0,380,60.0,2.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U14 Women,Artemis Kalatzis,Burleigh,172.0,166.0,338,59.0,0.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U14 Women,Charlie Wortley,Wallingford,143.0,128.0,271,52.0,1.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U12 Women,Maisie Bourner,Warfield,143.0,163.0,306,56.0,1.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U12 Women,Nuala Burke,Warfield,54.0,44.0,98,22.0,0.0
2020,Burleigh CJAL 2020,Portsmouth,Recurve U12 Women,Eleanor Woolger,Warfield,29.0,53.0,82,17.0,1.0
