Year,Competition,0,1,2,3,4,5,6,7,8,9
2017,Trent BUTTS 2017,Portsmouth,Recurve Men,William Pike,Warwick Uni,,296.0,297.0,593,60,53.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Men,Tom Hall,Warwick Uni,,297.0,289.0,586,60,47.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Men,Sam Armstrong,Warwick Uni,,281.0,289.0,570,60,36.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Men,Enrik Nako,Warwick Uni,,280.0,287.0,567,60,31.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Men,Chris Woodgate,Warwick Uni,,283.0,279.0,562,60,29.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Men,Jamal Rahman,Birmingham Uni,,271.0,276.0,547,60,19.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Men,Ollie Hurdle,Nottingham Trent Uni,,269.0,261.0,530,60,16.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Men,Daniel Talbot,Nottingham Trent Uni,,276.0,241.0,517,60,17.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Men,Sam Fairweather,Nottingham Trent Uni,,258.0,252.0,510,60,8.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Men,Fabian Atkin,Nottingham Trent Uni,,252.0,238.0,490,60,10.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Men,Ryan Finlayson,Derby Uni,,239.0,248.0,487,60,5.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Men,Dean Bennett,Derby Uni,,228.0,209.0,437,60,5.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Men,Josh Vizor,Derby Uni,,215.0,218.0,433,59,5.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Men,Elliott Trigg,Nottingham Trent Uni,,217.0,200.0,417,59,4.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Men,Jack Masefield,Derby Uni,,,,DNS,,
2017,Trent BUTTS 2017,Portsmouth,Recurve Women,Eleanor Piper,Birmingham Uni,,287.0,287.0,574,60,40.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Women,Pip Taylor,Derby Uni,,286.0,287.0,573,60,35.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Women,Hannah Burnage,Warwick Uni,,280.0,279.0,559,60,28.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Women,Evelina D'Arcy,Birmingham Uni,,274.0,275.0,549,60,22.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Women,Sarah Allaway,Warwick Uni,,271.0,265.0,536,60,15.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Women,Elisa Gradwohl,Birmingham Uni,,260.0,261.0,521,58,12.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Women,Jessica Watts,Warwick Uni,,252.0,261.0,513,60,11.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Women,Laura Kendrick,Nottingham Trent Uni,,259.0,251.0,510,60,11.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Women,Hannah Salisbury,Nottingham Trent Uni,,241.0,234.0,475,59,10.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Women,Sophie Clarkson,Derby Uni,,228.0,223.0,451,60,2.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Women,Chloe Weatherill,Derby Uni,,203.0,183.0,386,57,6.0
2017,Trent BUTTS 2017,Portsmouth,Recurve Women,Emma Duda,Nottingham Trent Uni,,220.0,177.0,397,Retired,
2017,Trent BUTTS 2017,Portsmouth,Compound Men,Alex Taylor,Nottingham Trent Uni,,292.0,288.0,580,60,40.0
2017,Trent BUTTS 2017,Portsmouth,Compound Men,Sam Rees,Birmingham Uni,,287.0,288.0,575,60,35.0
2017,Trent BUTTS 2017,Portsmouth,Compound Women,Alice Cotton,Birmingham Uni,,233.0,274.0,507,59,9.0
2017,Trent BUTTS 2017,Portsmouth,Compound Women,Alanah Etheridge-Eels,Derby Uni,,206.0,206.0,412,52,3.0
2017,Trent BUTTS 2017,Portsmouth,Barebow Men,Daniel Prinsloo,Warwick Uni,,176.0,216.0,392,60,4.0
2017,Trent BUTTS 2017,Portsmouth,Barebow Men,Usamah Malik,Derby Uni,,167.0,162.0,329,55,3.0
2017,Trent BUTTS 2017,Portsmouth,Barebow Men,Jack Walker,Derby Uni,,47.0,53.0,100,30,1.0
2017,Trent BUTTS 2017,Portsmouth,Barebow Women,Amelia Elgey,Birmingham Uni,,254.0,237.0,491,60,8.0
2017,Trent BUTTS 2017,Portsmouth,Barebow Women,Essi Peuhkuri,Nottingham Trent Uni,,236.0,237.0,473,60,7.0
2017,Trent BUTTS 2017,Portsmouth,Barebow Women,Megan Purchase,Warwick Uni,,204.0,229.0,433,60,3.0
2017,Trent BUTTS 2017,Portsmouth,Barebow Women,India Wilson,Birmingham Uni,,225.0,204.0,429,60,6.0
2017,Trent BUTTS 2017,Portsmouth,Barebow Women,Pam Quilang,Birmingham Uni,,219.0,210.0,429,60,4.0
2017,Trent BUTTS 2017,Portsmouth,Barebow Women,Annie Hall,Nottingham Trent Uni,,150.0,173.0,323,56,3.0
2017,Trent BUTTS 2017,Portsmouth,Novice Recurve Men,Ed Hulbert,Birmingham Uni,Novice,233.0,244.0,477,60,7.0
2017,Trent BUTTS 2017,Portsmouth,Novice Recurve Men,Alistair Stewart,Birmingham Uni,Novice,229.0,229.0,458,60,5.0
2017,Trent BUTTS 2017,Portsmouth,Novice Recurve Men,Saivan Khonji-Sajjadi,Birmingham Uni,Novice,193.0,209.0,402,59,3.0
2017,Trent BUTTS 2017,Portsmouth,Novice Recurve Men,Ibrahim Iorgat,Derby Uni,Novice,204.0,193.0,397,60,5.0
2017,Trent BUTTS 2017,Portsmouth,Novice Recurve Men,Benjamin Harding,Nottingham Trent Uni,Novice,199.0,190.0,389,58,4.0
2017,Trent BUTTS 2017,Portsmouth,Novice Recurve Men,Daniel Kelly,Derby Uni,Novice,191.0,196.0,387,60,4.0
2017,Trent BUTTS 2017,Portsmouth,Novice Recurve Men,Alex Lawson,Derby Uni,Novice,195.0,170.0,365,57,2.0
2017,Trent BUTTS 2017,Portsmouth,Novice Recurve Men,Cameron Graham,Nottingham Trent Uni,Novice,167.0,181.0,348,59,2.0
2017,Trent BUTTS 2017,Portsmouth,Novice Recurve Men,James Dilley,Warwick Uni,Novice,170.0,147.0,317,57,0.0
2017,Trent BUTTS 2017,Portsmouth,Novice Recurve Men,Wallace Ng,Warwick Uni,Novice,165.0,149.0,314,53,2.0
2017,Trent BUTTS 2017,Portsmouth,Novice Recurve Men,Martin Prochazka,Derby Uni,Novice,147.0,158.0,305,56,2.0
