Year,Competition,0,1,2,3,4,5,6,7,8,9
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Men,William Pike,Warwick Uni,,296,299,595,60,55.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Men,James Gardner,Warwick Uni,,289,283,572,60,37.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Men,Zinan Ni,Birmingham Uni,,275,288,563,60,30.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Men,Yang Ma,Birmingham Uni,,282,279,561,60,28.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Men,Sam Armstrong,Warwick Uni,,277,283,560,60,30.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Men,Max Harding,Nottingham Uni,,281,277,558,60,32.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Men,James Ireland,Warwick Uni,,278,279,557,60,24.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Men,Callum Platt,Birmingham Uni,,280,276,556,60,32.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Men,Ben Tansell,Nottingham Uni,,275,280,555,60,26.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Men,Sam Cartwright,Nottingham Uni,,272,277,549,60,26.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Men,Huw Thomas,Birmingham Uni,,277,263,540,60,26.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Men,Jamie Goodliffe,Nottingham Uni,,258,272,530,60,16.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Men,Enrik Nako,Warwick Uni,,263,264,527,60,17.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Men,Mason Owen,Birmingham Uni,,254,267,521,60,15.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Men,Joseph Grimshaw,Nottingham Uni,,259,256,515,60,18.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Men,Craig Devonport,Warwick Uni,,249,247,496,60,12.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Men,Morgan Burgess,Nottingham Uni,,241,234,475,60,10.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Men,William Vigolo da Silva,Nottingham Uni,,205,237,442,60,3.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Women,Sarah Allaway,Warwick Uni,,286,288,574,60,39.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Women,Emma Davis,Warwick Uni,,276,289,565,60,33.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Women,Philippa Taylor,Birmingham Uni,,279,277,556,60,21.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Women,Jodie Green,Warwick Uni,,278,275,553,60,27.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Women,Lizzie Elmer,Nottingham Uni,,275,277,552,60,24.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Women,Leigh Hewitt,Birmingham Uni,,274,276,550,60,23.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Women,Hannah Burnage,Warwick Uni,,273,272,545,60,19.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Women,Jessica Watts,Warwick Uni,,276,268,544,59,19.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Women,Caz Evans,Nottingham Uni,,275,265,540,60,20.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Women,Kate Willett,Warwick Uni,,271,267,538,60,20.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Women,Sophie Goodwin,Nottingham Uni,,257,279,536,60,23.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Women,Megan Abra,Birmingham Uni,,263,273,536,60,20.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Women,Bethany Evans,Birmingham Uni,,272,259,531,60,17.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Women,Jemima Scott,Warwick Uni,,250,266,516,60,17.0
2020,Nottingham BUTTS 2020,Portsmouth,Recurve Women,Eloise Evans,Birmingham Uni,,258,248,506,59,11.0
2020,Nottingham BUTTS 2020,Portsmouth,Compound Men,Kai Thomas-Prause,Warwick Uni,,296,299,595,60,55.0
2020,Nottingham BUTTS 2020,Portsmouth,Compound Men,Alex Davies,Nottingham Uni,,290,283,573,60,33.0
2020,Nottingham BUTTS 2020,Portsmouth,Compound Men,Christopher Guerin,Birmingham Uni,,282,289,571,60,31.0
2020,Nottingham BUTTS 2020,Portsmouth,Compound Men,Timothy Jackson,Warwick Uni,,281,278,559,60,20.0
2020,Nottingham BUTTS 2020,Portsmouth,Compound Men,Rehaan Cheema,Birmingham Uni,,274,271,545,60,15.0
2020,Nottingham BUTTS 2020,Portsmouth,Compound Men,Rovin Perez,Nottingham Uni,,280,260,540,58,24.0
