Year,Competition,0,1,2,3,4,5,6,7,8,9
2025,Kent SEAL NR 2025,Portsmouth,Compound Men,Aaron Deakin,Surrey Uni,,286,286,572,60,32
2025,Kent SEAL NR 2025,Portsmouth,Compound Men,Alistair Swart,Surrey Uni,Novice,254,257,511,59,10
2025,Kent SEAL NR 2025,Portsmouth,Barebow Men,Luka Gillingham,Surrey Uni,,265,268,533,60,18
2025,Kent SEAL NR 2025,Portsmouth,Barebow Men,Fin Jolley,Surrey Uni,,255,257,512,60,10
2025,Kent SEAL NR 2025,Portsmouth,Barebow Men,Louie Sherman,Surrey Uni,,219,190,409,60,2
2025,Kent SEAL NR 2025,Portsmouth,Barebow Men,Josh Chaplin,Surrey Uni,Novice,187,206,393,60,0
2025,Kent SEAL NR 2025,Portsmouth,Barebow Men,Marc Saunders,Kent Uni,,185,189,374,59,1
2025,Kent SEAL NR 2025,Portsmouth,Barebow Men,Steven Dowling,Kent Uni,Novice,156,205,361,59,5
2025,Kent SEAL NR 2025,Portsmouth,Barebow Men,Tom Witmore,Kent Uni,,174,171,345,58,2
2025,Kent SEAL NR 2025,Portsmouth,Barebow Men,Alex Reid-Smith,Kent Uni,,149,181,330,57,2
2025,Kent SEAL NR 2025,Portsmouth,Barebow Men,Uzair Sajid,Surrey Uni,Novice,166,158,324,56,4
2025,Kent SEAL NR 2025,Portsmouth,Barebow Men,Abraham Draper,Kent Uni,Novice,105,71,176,44,2
2025,Kent SEAL NR 2025,Portsmouth,Barebow Women,Poppy Ansermoz,Kent Uni,,246,243,489,60,10
2025,Kent SEAL NR 2025,Portsmouth,Barebow Women,San Yin,Kent Uni,,208,223,431,60,7
2025,Kent SEAL NR 2025,Portsmouth,Barebow Women,Abbie Scott,Kent Uni,,201,211,412,60,5
2025,Kent SEAL NR 2025,Portsmouth,Barebow Women,Isobel Dray,Surrey Uni,,204,202,406,58,5
2025,Kent SEAL NR 2025,Portsmouth,Barebow Women,Claire Nganga,Kent Uni,,199,199,398,60,7
2025,Kent SEAL NR 2025,Portsmouth,Barebow Women,Chidubem Ileka,Kent Uni,,175,194,369,60,5
2025,Kent SEAL NR 2025,Portsmouth,Barebow Women,Helena Chatzidakis,Kent Uni,,149,192,341,59,3
2025,Kent SEAL NR 2025,Portsmouth,Barebow Women,Lillie Porter,Surrey Uni,Novice,137,145,282,52,1
2025,Kent SEAL NR 2025,Portsmouth,Barebow Women,Isabella Parry,Kent Uni,,118,123,241,50,1
2025,Kent SEAL NR 2025,Portsmouth,Barebow Women,Sharon Tamang,Surrey Uni,Novice,116,124,240,48,0
2025,Kent SEAL NR 2025,Portsmouth,Barebow Women,Supprity Som,Surrey Uni,Novice,109,117,226,48,1
2025,Kent SEAL NR 2025,Portsmouth,Barebow Women,Anmol Krishna,Kent Uni,,107,53,160,37,0
2025,Kent SEAL NR 2025,Portsmouth,Novice Compound Men,Alistair Swart,Surrey Uni,Novice,254,257,511,59,10
2025,Kent SEAL NR 2025,Portsmouth,Novice Barebow Men,Josh Chaplin,Surrey Uni,Novice,187,206,393,60,0
2025,Kent SEAL NR 2025,Portsmouth,Novice Barebow Men,Steven Dowling,Kent Uni,Novice,156,205,361,59,5
2025,Kent SEAL NR 2025,Portsmouth,Novice Barebow Men,Uzair Sajid,Surrey Uni,Novice,166,158,324,56,4
2025,Kent SEAL NR 2025,Portsmouth,Novice Barebow Men,Abraham Draper,Kent Uni,Novice,105,71,176,44,2
2025,Kent SEAL NR 2025,Portsmouth,Novice Barebow Women,Lillie Porter,Surrey Uni,Novice,137,145,282,52,1
2025,Kent SEAL NR 2025,Portsmouth,Novice Barebow Women,Sharon Tamang,Surrey Uni,Novice,116,124,240,48,0
2025,Kent SEAL NR 2025,Portsmouth,Novice Barebow Women,Supprity Som,Surrey Uni,Novice,109,117,226,48,1
