Year,Competition,0,1,2,3,4,5,6,7,8
2023,WCA Target Day Dec 2023,Portsmouth,Barebow 50+ Men,Steve Morgan,Wallingford,213,247,464,60,8.0
2023,WCA Target Day Dec 2023,Portsmouth,Barebow 50+ Men,Adrian Neale,Wallingford,196,180,376,59,4.0
2023,WCA Target Day Dec 2023,Portsmouth,Recurve Men,Marc Tamlyn,Wallingford,246,263,509,59,14.0
2023,WCA Target Day Dec 2023,Portsmouth,Compound Men,Michael Smith,Wallingford,282,280,562,60,24.0
2023,WCA Target Day Dec 2023,Portsmouth,Compound Men,Rovin Perez,Wallingford,277,270,547,59,19.0
2023,WCA Target Day Dec 2023,Portsmouth,Compound Women,Ruth O'Regan,Wallingford,271,270,541,60,10.0
2023,WCA Target Day Dec 2023,Portsmouth,Recurve U16 Men,Samuel Ball,Wallingford,278,268,546,59,24.0
2023,WCA Target Day Dec 2023,Portsmouth,Recurve U16 Men,Samuel Hall,Wallingford,155,169,324,60,1.0
2023,WCA Target Day Dec 2023,Portsmouth,Recurve U15 Women,Jasmine Harris,Wallingford,281,275,556,60,23.0
2023,WCA Target Day Dec 2023,Portsmouth,Recurve U15 Women,Shannon Crook,Wallingford,242,241,483,60,9.0
2023,WCA Target Day Dec 2023,Portsmouth,Recurve U15 Women,Emily Jones,Wallingford,154,84,238,49,2.0
2023,WCA Target Day Dec 2023,Portsmouth,Recurve U14 Men,Cameron Wallace,Wallingford,213,209,422,59,6.0
2023,WCA Target Day Dec 2023,WA 18m,Recurve 50+ Men,Andy Climpson,Wallingford,240,240,480,9,
2023,WCA Target Day Dec 2023,WA 18m,Recurve 50+ Men,William Rockley,Wallingford,221,228,449,8,
2023,WCA Target Day Dec 2023,WA 18m,Recurve 50+ Men,Neil Hall,Wallingford,198,179,377,6,
2023,WCA Target Day Dec 2023,WA 18m,Recurve 50+ Women,Rebecca Neale,Wallingford,216,218,434,5,
2023,WCA Target Day Dec 2023,WA 18m,Recurve Men,Andy Buchan,Wallingford,263,252,515,17,
2023,WCA Target Day Dec 2023,WA 18m,Recurve Men,Michael Burns,Wallingford,207,216,423,3,
