Year,Competition,0,1,2,3,4,5,6,7,8
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,Guy Coop,Birmingham Uni,265.0,261.0,526,60.0,12.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,Alfie Hanncox,Warwick Uni,250.0,249.0,499,60.0,7.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,James Lamprecht,Loughborough Uni,248.0,242.0,490,59.0,12.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,James Holmes,Warwick Uni,245.0,240.0,485,60.0,6.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,Leo Yang,Loughborough Uni,236.0,247.0,483,60.0,11.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,Chi Ng,Warwick Uni,242.0,219.0,461,60.0,10.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,Michael Waters ,Nottingham Uni,214.0,231.0,445,60.0,5.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,Jamil Rahman,Birmingham Uni,212.0,230.0,442,60.0,4.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,Zhe Tian,Birmingham Uni,197.0,213.0,410,60.0,5.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,Alex Hunt,Birmingham Uni,207.0,201.0,408,60.0,4.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,Joss Sibbering,Nottingham Uni,207.0,191.0,398,58.0,1.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,Michael Wang,Warwick Uni,206.0,190.0,396,58.0,5.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,Robert Ward,Birmingham Uni,194.0,198.0,392,59.0,3.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,Chris Yorke,Birmingham Uni,188.0,197.0,385,59.0,4.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,Jasper Wan,Warwick Uni,186.0,172.0,358,57.0,2.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,Tim Spankie,Birmingham Uni,185.0,167.0,352,60.0,3.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,Jack Miller,Loughborough Uni,158.0,187.0,345,58.0,3.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,Kirk Duerden,Loughborough Uni,162.0,172.0,334,60.0,3.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,Ramazan Samat,Warwick Uni,143.0,164.0,307,53.0,1.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,Harry Barnes,Nottingham Uni,131.0,165.0,296,54.0,1.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,James Mcdonald,Warwick Uni,171.0,121.0,292,54.0,2.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,Phil Taylor,Warwick Uni,104.0,120.0,224,50.0,0.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,Chris Greenland,Warwick Uni,100.0,99.0,199,42.0,2.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Men,Joseph Parkin,Warwick Uni,,,DNS,,
2015,Warwick Open Novice 2015,Portsmouth,Recurve Women,Ieva Lipska,Nottingham Uni,216.0,215.0,431,59.0,2.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Women,Rachael Armitage,Nottingham Uni,192.0,227.0,419,59.0,4.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Women,Nicole Tang,Warwick Uni,203.0,188.0,391,58.0,3.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Women,Jordanna Marsh,Loughborough Uni,202.0,183.0,385,58.0,3.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Women,Georgie Jones,Loughborough Uni,161.0,202.0,363,57.0,4.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Women,Gillian Yu,Warwick Uni,180.0,177.0,357,59.0,1.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Women,Tupa Silva,Birmingham Uni,190.0,167.0,357,58.0,2.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Women,Claudia Williams,Warwick Uni,190.0,150.0,340,54.0,3.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Women,Bethany Pendleton,Warwick Uni,167.0,146.0,313,54.0,0.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Women,Amaliyana Wee,Warwick Uni,186.0,120.0,306,49.0,4.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Women,Felicity Slocombe,Loughborough Uni,140.0,145.0,285,49.0,1.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Women,Camilla Clark,Warwick Uni,85.0,79.0,164,38.0,2.0
2015,Warwick Open Novice 2015,Portsmouth,Recurve Women,Vicky Smith,Warwick Uni,52.0,50.0,102,25.0,1.0
2015,Warwick Open Novice 2015,Portsmouth,Compound Men,Alexander Davies,Nottingham Uni,245.0,252.0,497,60.0,4.0
2015,Warwick Open Novice 2015,Portsmouth,Compound Women,Jess Wallbank,Nottingham Uni,264.0,253.0,517,60.0,7.0
2015,Warwick Open Novice 2015,Portsmouth,Longbow Men,Samuel Day,Nottingham Uni,172.0,190.0,362,59.0,4.0
2015,Warwick Open Novice 2015,Portsmouth,Longbow Men,Alex logan,Warwick Uni,80.0,109.0,189,42.0,1.0
2015,Warwick Open Novice 2015,Portsmouth,Longbow Women,Lena-Lotta Michelsen,Nottingham Uni,60.0,68.0,128,29.0,2.0
2015,Warwick Open Novice 2015,Portsmouth,Barebow Men,Matthew Muncaster,Nottingham Uni,211.0,227.0,438,60.0,11.0
2015,Warwick Open Novice 2015,Portsmouth,Barebow Men,Ryan Perry,Warwick Uni,176.0,175.0,351,59.0,3.0
2015,Warwick Open Novice 2015,Portsmouth,Barebow Men,George Martin,Warwick Uni,107.0,121.0,228,46.0,3.0
2015,Warwick Open Novice 2015,Portsmouth,Barebow Women,Maisarah Najla,Warwick Uni,21.0,62.0,83,21.0,1.0
