Year,Competition,0,1,2,3,4,5,6,7,8,9
2016,Reading SEAL 2016,Portsmouth,Recurve Men,Chris Dunlop,Portsmouth Uni,,276,282,558,60,24
2016,Reading SEAL 2016,Portsmouth,Recurve Men,Matthew Hill,Portsmouth Uni,,269,270,539,60,18
2016,Reading SEAL 2016,Portsmouth,Recurve Men,Harry Williams,Reading Uni,,259,271,530,60,17
2016,Reading SEAL 2016,Portsmouth,Recurve Men,Stephen Inge,Queen Mary Uni,,259,260,519,60,16
2016,Reading SEAL 2016,Portsmouth,Recurve Men,Ken Promdewet,Reading Uni,Novice,254,258,512,60,14
2016,Reading SEAL 2016,Portsmouth,Recurve Men,Alex Clyne,Portsmouth Uni,,256,256,512,60,12
2016,Reading SEAL 2016,Portsmouth,Recurve Men,Chris Wrench,Reading Uni,,250,256,506,60,10
2016,Reading SEAL 2016,Portsmouth,Recurve Men,Kacper Bochen,Portsmouth Uni,,246,258,504,60,13
2016,Reading SEAL 2016,Portsmouth,Recurve Men,Matt Ives,Reading Uni,,254,246,500,60,12
2016,Reading SEAL 2016,Portsmouth,Recurve Men,Henrique Rodriguez,Queen Mary Uni,Novice,190,239,429,59,7
2016,Reading SEAL 2016,Portsmouth,Recurve Men,Nikhilesh Gopaul,Queen Mary Uni,Novice,161,168,329,53,5
2016,Reading SEAL 2016,Portsmouth,Recurve Men,Vishnu Varma,Queen Mary Uni,Novice,114,146,260,56,0
2016,Reading SEAL 2016,Portsmouth,Recurve Women,Amy Wood,Reading Uni,,261,232,493,60,10
2016,Reading SEAL 2016,Portsmouth,Recurve Women,Rebecca Smith,Reading Uni,,248,239,487,60,9
2016,Reading SEAL 2016,Portsmouth,Recurve Women,Zoe Laing,Reading Uni,Novice,239,239,478,60,9
2016,Reading SEAL 2016,Portsmouth,Recurve Women,Gemma-Kirstie Noble,Portsmouth Uni,,238,240,478,60,8
2016,Reading SEAL 2016,Portsmouth,Recurve Women,Chantelle Strong,Reading Uni,Novice,192,243,435,60,4
2016,Reading SEAL 2016,Portsmouth,Recurve Women,Christel Barongan,Reading Uni,,206,199,405,59,1
2016,Reading SEAL 2016,Portsmouth,Recurve Women,Kirsty Carvey,Reading Uni,Novice,196,190,386,58,3
2016,Reading SEAL 2016,Portsmouth,Barebow Women,Elizabeth Barnes,Portsmouth Uni,,232,242,474,60,6
2016,Reading SEAL 2016,Portsmouth,Barebow Women,Katie Burch,Portsmouth Uni,Novice,214,245,459,60,5
2016,Reading SEAL 2016,Portsmouth,Barebow Women,Georgia Thirtle,Portsmouth Uni,Novice,194,213,407,60,6
2016,Reading SEAL 2016,Portsmouth,Novice Recurve Men,Ken Promdewet,Reading Uni,Novice,254,258,512,60,14
2016,Reading SEAL 2016,Portsmouth,Novice Recurve Men,Henrique Rodriguez,Queen Mary Uni,Novice,190,239,429,59,7
2016,Reading SEAL 2016,Portsmouth,Novice Recurve Men,Nikhilesh Gopaul,Queen Mary Uni,Novice,161,168,329,53,5
2016,Reading SEAL 2016,Portsmouth,Novice Recurve Men,Vishnu Varma,Queen Mary Uni,Novice,114,146,260,56,0
2016,Reading SEAL 2016,Portsmouth,Novice Recurve Women,Zoe Laing,Reading Uni,Novice,239,239,478,60,9
2016,Reading SEAL 2016,Portsmouth,Novice Recurve Women,Chantelle Strong,Reading Uni,Novice,192,243,435,60,4
2016,Reading SEAL 2016,Portsmouth,Novice Recurve Women,Kirsty Carvey,Reading Uni,Novice,196,190,386,58,3
2016,Reading SEAL 2016,Portsmouth,Novice Barebow Men,Richard Watson,Portsmouth Uni,Novice,217,226,443,60,4
2016,Reading SEAL 2016,Portsmouth,Novice Barebow Men,Alexander Wilkes,Reading Uni,Novice,221,220,441,59,4
2016,Reading SEAL 2016,Portsmouth,Barebow Men,Richard Watson,Portsmouth Uni,Novice,217,226,443,60,4
2016,Reading SEAL 2016,Portsmouth,Barebow Men,Alexander Wilkes,Reading Uni,Novice,221,220,441,59,4
2016,Reading SEAL 2016,Portsmouth,Novice Barebow Women,Katie Burch,Portsmouth Uni,Novice,214,245,459,60,5
2016,Reading SEAL 2016,Portsmouth,Novice Barebow Women,Georgia Thirtle,Portsmouth Uni,Novice,194,213,407,60,6
