Year,Competition,0,1,2,3,4,5,6,7,8
2019,Cleve CJAL 2019,Portsmouth,Recurve U18 Men,Marco Costanza,Cleve,287.0,291.0,578,60.0,41.0
2019,Cleve CJAL 2019,Portsmouth,Recurve U18 Men,Noah Downs,Cleve,247.0,255.0,502,60.0,10.0
2019,Cleve CJAL 2019,Portsmouth,Recurve U18 Men,Nick Mann,Supermarine,255.0,246.0,501,60.0,9.0
2019,Cleve CJAL 2019,Portsmouth,Recurve U18 Men,Riley Spencer-Nice,Deer Park,,,DNS,,
2019,Cleve CJAL 2019,Portsmouth,Recurve U18 Women,Molly Peters,Deer Park,277.0,285.0,562,60.0,29.0
2019,Cleve CJAL 2019,Portsmouth,Recurve U18 Women,Anna Perkins,Cleve,270.0,259.0,529,58.0,24.0
2019,Cleve CJAL 2019,Portsmouth,Recurve U18 Women,Asha Orme,Supermarine,263.0,253.0,516,60.0,18.0
2019,Cleve CJAL 2019,Portsmouth,Recurve U18 Women,Ella Shield,Cleve,242.0,252.0,494,60.0,6.0
2019,Cleve CJAL 2019,Portsmouth,Recurve U18 Women,Rebecca Adams,Supermarine,210.0,184.0,394,60.0,4.0
2019,Cleve CJAL 2019,Portsmouth,Compound U18 Men,Michael Wood,Cleve,277.0,280.0,557,60.0,20.0
2019,Cleve CJAL 2019,Portsmouth,Compound U18 Men,Ethan Steytler,Supermarine,274.0,267.0,541,60.0,11.0
2019,Cleve CJAL 2019,Portsmouth,Compound U18 Women,Sophia Boulton,Cleve,275.0,276.0,551,60.0,14.0
2019,Cleve CJAL 2019,Portsmouth,Recurve U14 Men,Will Hardy,Cleve,249.0,246.0,495,60.0,10.0
2019,Cleve CJAL 2019,Portsmouth,Recurve U14 Men,Fin Tewson,Cleve,151.0,128.0,279,54.0,2.0
2019,Cleve CJAL 2019,Portsmouth,Recurve U14 Women,Jessica Dale,Cleve,243.0,254.0,497,60.0,15.0
2019,Cleve CJAL 2019,Portsmouth,Recurve U14 Women,Imogen Lynch,Supermarine,166.0,201.0,367,60.0,2.0
2019,Cleve CJAL 2019,Portsmouth,Recurve U14 Women,Holly Mae Clapton,Deer Park,178.0,189.0,367,59.0,3.0
2019,Cleve CJAL 2019,Portsmouth,Recurve U14 Women,Nimue Steytler,Supermarine,164.0,167.0,331,59.0,1.0
2019,Cleve CJAL 2019,Portsmouth,Recurve U14 Women,Josie Higgins,Supermarine,159.0,157.0,316,59.0,1.0
2019,Cleve CJAL 2019,Portsmouth,Recurve U14 Women,Milly Higgins,Supermarine,139.0,127.0,266,52.0,2.0
2019,Cleve CJAL 2019,Portsmouth,Recurve U14 Women,Poppy Dunning,Cleve,,,DNS,,
2019,Cleve CJAL 2019,Portsmouth,Barebow U14 Men,josh webley,Cleve,80.0,54.0,134,33.0,0.0
2019,Cleve CJAL 2019,Portsmouth,Barebow U14 Women,Emily Summers,Deer Park,234.0,226.0,460,60.0,5.0
2019,Cleve CJAL 2019,Portsmouth,Barebow U14 Women,Lola Checketts,Deer Park,,,DNS,,
