Year,Competition,0,1,2,3,4,5,6,7
2023,Wallingford IS 2023,WA 18m,Recurve Men,Antony Wood,Oxford,293.0,286.0,579,43.0
2023,Wallingford IS 2023,WA 18m,Recurve Men,Nico Collard,Wallingford,270.0,265.0,535,17.0
2023,Wallingford IS 2023,WA 18m,Recurve Men,Stuart Walker,Harlequin,265.0,268.0,533,21.0
2023,Wallingford IS 2023,WA 18m,Recurve Men,Sathish Kumar Kannan,Newport Pagnell,263.0,264.0,527,15.0
2023,Wallingford IS 2023,WA 18m,Recurve Men,Colin Simpson,Warfield,255.0,266.0,521,13.0
2023,Wallingford IS 2023,WA 18m,Recurve Men,Stephen McFadden,Wallingford,249.0,259.0,508,12.0
2023,Wallingford IS 2023,WA 18m,Recurve Men,Kevin Griffiths,Wallingford,251.0,220.0,471,9.0
2023,Wallingford IS 2023,WA 18m,Recurve Men,Ren McBain,Wallingford,231.0,238.0,469,9.0
2023,Wallingford IS 2023,WA 18m,Recurve Men,Srinivas Yellapragada,Shenley,243.0,224.0,467,8.0
2023,Wallingford IS 2023,WA 18m,Recurve Men,Stephen Fidler,Buscot Park,232.0,231.0,463,4.0
2023,Wallingford IS 2023,WA 18m,Recurve Men,Allan Horne,Noak Hill,,,DNS,
2023,Wallingford IS 2023,WA 18m,Recurve Men,Yusuf Ali,Glen,,,DNS,
2023,Wallingford IS 2023,WA 18m,Recurve Men,Matthew Greetham,Wallingford,,,DNS,
2023,Wallingford IS 2023,WA 18m,Recurve Women,Jasmine Grosso,Wallingford,244.0,228.0,472,8.0
2023,Wallingford IS 2023,WA 18m,Recurve Women,Becky Stacey,Wallingford,229.0,226.0,455,9.0
2023,Wallingford IS 2023,WA 18m,Recurve Women,Hayley Wickens,Wallingford,229.0,212.0,441,4.0
2023,Wallingford IS 2023,WA 18m,Recurve Women,Yashasvi Yellapragada,Shenley,214.0,212.0,426,6.0
2023,Wallingford IS 2023,WA 18m,Recurve Women,Charlie Wortley,Wallingford,196.0,203.0,399,3.0
2023,Wallingford IS 2023,WA 18m,Recurve Women,Erithelgi-Dionysia Meramveliotaki,Wallingford,193.0,145.0,338,3.0
2023,Wallingford IS 2023,WA 18m,Recurve Women,Ellie Wortley,Wallingford,117.0,109.0,226,1.0
2023,Wallingford IS 2023,WA 18m,Compound Men,John Foley,Fort Purbrook,279.0,283.0,562,22.0
2023,Wallingford IS 2023,WA 18m,Compound Men,Chris Stubbs,Wallingford,279.0,276.0,555,17.0
2023,Wallingford IS 2023,WA 18m,Compound Men,Steve Griffiths,Medway,273.0,274.0,547,12.0
2023,Wallingford IS 2023,WA 18m,Compound Men,Michael Smith,Wallingford,268.0,275.0,543,15.0
2023,Wallingford IS 2023,WA 18m,Compound Men,Jose Goncalves,AGB,269.0,272.0,541,9.0
2023,Wallingford IS 2023,WA 18m,Compound Men,Chris Wood,Wallingford,265.0,262.0,527,9.0
2023,Wallingford IS 2023,WA 18m,Compound Women,Hannah Brown,Medway,289.0,287.0,576,37.0
2023,Wallingford IS 2023,WA 18m,Compound Women,Isabella Bruguier,Crystal Palace,275.0,278.0,553,15.0
2023,Wallingford IS 2023,WA 18m,Compound Women,Rachael Graham,AC Delco,277.0,275.0,552,17.0
2023,Wallingford IS 2023,WA 18m,Compound Women,Carol Greenhalgh,Silver Arrow,266.0,269.0,535,10.0
2023,Wallingford IS 2023,WA 18m,Compound Women,Nicola Wood,Wallingford,265.0,265.0,530,8.0
2023,Wallingford IS 2023,WA 18m,Barebow Men,Oliver Hicks,Warfield,290.0,282.0,572,35.0
2023,Wallingford IS 2023,WA 18m,Barebow Women,Cheryl King,Wallingford,253.0,243.0,496,9.0
2023,Wallingford IS 2023,WA 18m,Barebow Women,Emily Summers,Deer Park,233.0,222.0,455,6.0
