Year,Competition,0,1,2,3,4,5,6,7,8,9
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Recurve Men,Romaelo Martin,De Montfort Uni,Novice,206,197,403,60,5
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Recurve Men,Ebrahim Qazi,Leicester Uni,Novice,194,207,401,60,4
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Recurve Men,Iker Cubillo,De Montfort Uni,Novice,186,184,370,58,2
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Recurve Men,Adam Webb,Leicester Uni,Novice,185,169,354,58,3
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Recurve Men,Trevor Fernandes,Leicester Uni,Novice,167,162,329,56,2
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Recurve Men,Azwad Choudhury,Leicester Uni,Novice,156,157,313,57,1
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Recurve Men,Sean Cowling,De Montfort Uni,Novice,147,146,293,51,2
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Recurve Men,Balami Brian,De Montfort Uni,Novice,122,129,251,50,1
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Recurve Men,Asher Gayle,De Montfort Uni,Novice,148,33,181,31,1
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Recurve Women,Serra Toman,Leicester Uni,Novice,234,245,479,60,7
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Recurve Women,Skyler Airei,Leicester Uni,Novice,233,230,463,60,9
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Recurve Women,Evie Taylor-Carruthers,De Montfort Uni,Novice,164,181,345,58,2
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Recurve Women,Natalia Stachowiak,De Montfort Uni,Novice,115,171,286,53,1
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Recurve Women,Ammara Hajat,Leicester Uni,Novice,87,199,286,52,3
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Recurve Women,Yilin Xia,De Montfort Uni,Novice,117,104,221,46,1
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Recurve Women,Millie Haylock,Leicester Uni,Novice,95,80,175,35,1
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Barebow Men,Daniel Grant,Leicester Uni,Novice,208,209,417,60,6
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Barebow Men,Kamran Formully,De Montfort Uni,Novice,168,122,290,54,1
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Barebow Men,Thomas Morris,Leicester Uni,Novice,154,131,285,56,2
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Barebow Men,Lewis Leroux,De Montfort Uni,Novice,145,65,210,46,0
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Barebow Women,Catherine Ballard,Leicester Uni,Novice,203,195,398,60,4
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Barebow Women,Alya Shahira,Leicester Uni,Novice,189,193,382,59,5
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Barebow Women,Raema Saman,Leicester Uni,Novice,181,185,366,57,3
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Barebow Women,Jordan Ng,De Montfort Uni,Novice,159,182,341,57,2
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Barebow Women,Faryal Bashir,De Montfort Uni,Novice,107,82,189,42,0
2025,Leics v DMU Beginner 2025,Portsmouth,Novice Barebow Women,Raeah Kassim,De Montfort Uni,Novice,51,56,107,27,0
