Year,Competition,0,1,2,3,4,5,6,7,8,9
2020,Imperial SEAL 2020,Portsmouth,Recurve Men,Piers Skilton,Uni of East Anglia,,286,281,567,60,36
2020,Imperial SEAL 2020,Portsmouth,Recurve Men,Samuel Walby,Imperial,,282,283,565,60,31
2020,Imperial SEAL 2020,Portsmouth,Recurve Men,Charis Charalambous,Uni of East Anglia,,279,286,565,60,29
2020,Imperial SEAL 2020,Portsmouth,Recurve Men,Yin Chan,Imperial,,274,272,546,60,23
2020,Imperial SEAL 2020,Portsmouth,Recurve Men,Lucas Low,Imperial,,264,274,538,60,21
2020,Imperial SEAL 2020,Portsmouth,Recurve Men,Fraser Pettit,Uni of East Anglia,,268,269,537,60,16
2020,Imperial SEAL 2020,Portsmouth,Recurve Men,Harrison Moss,Imperial,,263,265,528,60,13
2020,Imperial SEAL 2020,Portsmouth,Recurve Men,Yuyang Cen,Imperial,,253,271,524,60,13
2020,Imperial SEAL 2020,Portsmouth,Recurve Men,Lokman Lam,Imperial,,256,257,513,60,15
2020,Imperial SEAL 2020,Portsmouth,Recurve Men,Lok Lau,Imperial,Novice,248,261,509,60,10
2020,Imperial SEAL 2020,Portsmouth,Recurve Men,Elbert Timothy,Imperial,Novice,249,257,506,60,13
2020,Imperial SEAL 2020,Portsmouth,Recurve Men,Nathan Forshaw,Imperial,,230,252,482,60,10
2020,Imperial SEAL 2020,Portsmouth,Recurve Men,Tristan Lim,Imperial,Novice,231,240,471,60,4
2020,Imperial SEAL 2020,Portsmouth,Recurve Men,Pakorn Uttayopas,Imperial,Novice,228,235,463,60,6
2020,Imperial SEAL 2020,Portsmouth,Recurve Men,Alex Lai,Uni of East Anglia,Novice,237,224,461,60,4
2020,Imperial SEAL 2020,Portsmouth,Recurve Men,Leon Lee,Uni of East Anglia,,241,205,446,59,3
2020,Imperial SEAL 2020,Portsmouth,Recurve Men,Numan Ahmed,Imperial,Novice,227,192,419,59,4
2020,Imperial SEAL 2020,Portsmouth,Recurve Women,Rae Phongsopa,Imperial,,280,255,535,59,23
2020,Imperial SEAL 2020,Portsmouth,Recurve Women,Yuxin Zhu,Imperial,,243,263,506,60,9
2020,Imperial SEAL 2020,Portsmouth,Recurve Women,Adriana Bercebal Ruiz,Imperial,Novice,202,177,379,57,3
2020,Imperial SEAL 2020,Portsmouth,Barebow Men,Michael Wong,Queen Mary Uni,Novice,256,240,496,60,9
2020,Imperial SEAL 2020,Portsmouth,Barebow Men,Ankon Barua,Queen Mary Uni,Novice,224,219,443,60,5
