Year,Competition,0,1,2,3,4,5,6,7,8
2020,Bicester CJAL 2020,Portsmouth,Recurve U18 Men,Thomas Sims,Bicester,263.0,272.0,535,60.0,20.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U18 Men,Harry Bayliss,Bicester,240.0,244.0,484,60.0,10.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U18 Men,Barnaby Grandin,Warfield,235.0,214.0,449,59.0,8.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U18 Men,Lucas Joy,Wallingford,203.0,171.0,374,56.0,4.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U18 Men,Jacques de Verteuil,Burleigh,130.0,121.0,251,49.0,0.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U18 Women,Chloe Welch,Bicester,249.0,256.0,505,59.0,13.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U18 Women,Becky Stacey,Wallingford,231.0,223.0,454,60.0,2.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U18 Women,Emelia Belshaw,Burleigh,200.0,227.0,427,60.0,1.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U18 Women,Hannah Devlin,Warfield,212.0,215.0,427,56.0,3.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U18 Women,Ulla Argent,Bicester,207.0,200.0,407,59.0,5.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U18 Women,Ella Skipsey,Burleigh,176.0,208.0,384,60.0,4.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U14 Men,Michael Lamothe-Atkinson,Bicester,229.0,237.0,466,60.0,3.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U14 Men,Oliver Hicks,Warfield,237.0,226.0,463,60.0,6.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U14 Men,Samuel Ball,Wallingford,208.0,235.0,443,59.0,8.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U14 Men,Brogan Burke,Warfield,199.0,193.0,392,59.0,6.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U14 Men,Joe Andrews,Wallingford,179.0,204.0,383,59.0,2.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U14 Men,Finlay Hicks,Warfield,160.0,166.0,326,58.0,1.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U14 Men,Cameron Oglvie,Bicester,168.0,154.0,322,57.0,1.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U14 Men,Eliot Cooksley,Wallingford,150.0,104.0,254,47.0,2.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U14 Men,Marshall Bayliss,Bicester,,,DNS,,
2020,Bicester CJAL 2020,Portsmouth,Recurve U14 Women,Lexie Carrie,Burleigh,244.0,235.0,479,60.0,6.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U14 Women,Olivia Woolger,Warfield,209.0,209.0,418,60.0,4.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U14 Women,Lily Knutton,Wallingford,204.0,195.0,399,59.0,6.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U14 Women,Cerys Meredith-Evans,Bicester,180.0,166.0,346,58.0,4.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U14 Women,Amelia Mae Griffiths,Wallingford,168.0,175.0,343,60.0,3.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U14 Women,Isabelle de Verteuil,Burleigh,172.0,156.0,328,56.0,5.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U14 Women,Ellie Wood,Wallingford,142.0,169.0,311,60.0,1.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U14 Women,Charlie Wortley,Wallingford,164.0,145.0,309,55.0,1.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U14 Women,Rosie King,Wallingford,174.0,130.0,304,54.0,4.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U14 Women,Aimee Green,Burleigh,142.0,101.0,243,51.0,0.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U12 Women,Ellie Wortley,Wallingford,108.0,103.0,211,47.0,0.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U12 Women,Hannah Wood,Wallingford,77.0,128.0,205,44.0,0.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U12 Women,Nuala Burke,Warfield,62.0,65.0,127,31.0,1.0
2020,Bicester CJAL 2020,Portsmouth,Recurve U12 Women,Eleanor Woolger,Warfield,34.0,74.0,108,28.0,1.0
