Year,Competition,0,1,2,3,4,5,6,7,8,9
2021,Imperial SEAL NR 2021,Portsmouth,Compound Men,Yida Wang,Surrey Uni,,286.0,288.0,574,60.0,34.0
2021,Imperial SEAL NR 2021,Portsmouth,Compound Men,Muhammed Furqaan Valera,Imperial,,279.0,275.0,554,60.0,17.0
2021,Imperial SEAL NR 2021,Portsmouth,Compound Men,Sheung To Lam,Imperial,,274.0,276.0,550,60.0,11.0
2021,Imperial SEAL NR 2021,Portsmouth,Compound Men,Ziyue Tong,Imperial,,276.0,268.0,544,60.0,11.0
2021,Imperial SEAL NR 2021,Portsmouth,Longbow Men,Ngai Ching,Queen Mary Uni,Novice,138.0,139.0,277,49.0,3.0
2021,Imperial SEAL NR 2021,Portsmouth,Longbow Men,Herman Wong,Imperial,,92.0,105.0,197,32.0,1.0
2021,Imperial SEAL NR 2021,Portsmouth,Longbow Men,Ryan Scott,Imperial,,47.0,99.0,146,32.0,1.0
2021,Imperial SEAL NR 2021,Portsmouth,Barebow Men,Tom Underhill,Surrey Uni,,246.0,258.0,504,60.0,10.0
2021,Imperial SEAL NR 2021,Portsmouth,Barebow Men,James Mooney,Brunel Uni,,158.0,189.0,347,58.0,5.0
2021,Imperial SEAL NR 2021,Portsmouth,Barebow Men,Keiran Price,Surrey Uni,,156.0,182.0,338,57.0,0.0
2021,Imperial SEAL NR 2021,Portsmouth,Barebow Men,Matthew Murphy,Brunel Uni,,171.0,145.0,316,54.0,2.0
2021,Imperial SEAL NR 2021,Portsmouth,Barebow Men,Liam Culhane,Brunel Uni,Novice,141.0,166.0,307,53.0,1.0
2021,Imperial SEAL NR 2021,Portsmouth,Barebow Men,Victor Virag,Surrey Uni,,140.0,144.0,284,52.0,1.0
2021,Imperial SEAL NR 2021,Portsmouth,Barebow Women,Ana Maria Tudorache,Surrey Uni,,218.0,207.0,425,60.0,3.0
2021,Imperial SEAL NR 2021,Portsmouth,Barebow Women,Elizabeth Roberts,Queen Mary Uni,,201.0,216.0,417,60.0,2.0
2021,Imperial SEAL NR 2021,Portsmouth,Barebow Women,Eisha-Mae Medina,Brunel Uni,Novice,196.0,204.0,400,59.0,1.0
2021,Imperial SEAL NR 2021,Portsmouth,Barebow Women,Yuk Ting Au Yeung,Imperial,,114.0,81.0,195,43.0,1.0
2021,Imperial SEAL NR 2021,Portsmouth,Barebow Women,Sophie Lodge,Surrey Uni,Novice,,,DNS,,
2021,Imperial SEAL NR 2021,Portsmouth,Novice Longbow Men,Ngai Ching,Queen Mary Uni,Novice,138.0,139.0,277,49.0,3.0
2021,Imperial SEAL NR 2021,Portsmouth,Novice Barebow Men,Liam Culhane,Brunel Uni,Novice,141.0,166.0,307,53.0,1.0
2021,Imperial SEAL NR 2021,Portsmouth,Novice Barebow Women,Eisha-Mae Medina,Brunel Uni,Novice,196.0,204.0,400,59.0,1.0
2021,Imperial SEAL NR 2021,Portsmouth,Novice Barebow Women,Sophie Lodge,Surrey Uni,Novice,,,DNS,,
