Year,Competition,0,1,2,3,4,5,6,7
2024,COAS Indoors 2024,WA 18m,Recurve 50+ Men,Leon Smith,Compton,257.0,268.0,525,15.0
2024,COAS Indoors 2024,WA 18m,Recurve 50+ Men,Chris Jordan,South Bucks,254.0,253.0,507,14.0
2024,COAS Indoors 2024,WA 18m,Recurve 50+ Men,Kevin Griffiths,Wallingford,257.0,242.0,499,11.0
2024,COAS Indoors 2024,WA 18m,Recurve 50+ Men,Keith Swanepoel,Warfield,236.0,239.0,475,12.0
2024,COAS Indoors 2024,WA 18m,Recurve 50+ Men,Andrew Edwards,Andover,236.0,238.0,474,11.0
2024,COAS Indoors 2024,WA 18m,Recurve 50+ Men,Andy Climpson,Wallingford,236.0,233.0,469,5.0
2024,COAS Indoors 2024,WA 18m,Recurve 50+ Women,Hayley Wickens,Wallingford,207.0,210.0,417,2.0
2024,COAS Indoors 2024,WA 18m,Recurve 50+ Women,Rebecca Neale,Wallingford,197.0,165.0,362,5.0
2024,COAS Indoors 2024,WA 18m,Compound 50+ Men,Marc Christian,Laleham,276.0,276.0,552,15.0
2024,COAS Indoors 2024,WA 18m,Compound 50+ Men,Ray Park,Wallingford,250.0,267.0,517,3.0
2024,COAS Indoors 2024,WA 18m,Barebow 50+ Men,Steve Morgan,Wallingford,234.0,250.0,484,10.0
2024,COAS Indoors 2024,WA 18m,Recurve Men,Antony Wood,Oxford,290.0,279.0,569,32.0
2024,COAS Indoors 2024,WA 18m,Recurve Men,Yang Pei,Oxford,277.0,283.0,560,30.0
2024,COAS Indoors 2024,WA 18m,Recurve Men,Nico Collard,Wallingford,276.0,283.0,559,32.0
2024,COAS Indoors 2024,WA 18m,Recurve Men,Sebastian Bojczuk,Harlequin,268.0,256.0,524,15.0
2024,COAS Indoors 2024,WA 18m,Recurve Men,Mindaugas Sakalauskas,Oakfield,261.0,259.0,520,16.0
2024,COAS Indoors 2024,WA 18m,Recurve Men,Stephen McFadden,Wallingford,248.0,263.0,511,13.0
2024,COAS Indoors 2024,WA 18m,Recurve Men,Andy Buchan,Wallingford,254.0,251.0,505,13.0
2024,COAS Indoors 2024,WA 18m,Recurve Men,Jamie Pointer,Wallingford,243.0,257.0,500,11.0
2024,COAS Indoors 2024,WA 18m,Recurve Men,Ben Haskins,Wallingford,242.0,257.0,499,12.0
2024,COAS Indoors 2024,WA 18m,Recurve Men,Phil Wortley,Wallingford,241.0,244.0,485,8.0
2024,COAS Indoors 2024,WA 18m,Recurve Men,Michael Burns,Wallingford,220.0,245.0,465,9.0
2024,COAS Indoors 2024,WA 18m,Recurve Men,Andrew Tilley,Sleaford Maltsters,211.0,224.0,435,8.0
2024,COAS Indoors 2024,WA 18m,Recurve Women,Bryony Pitman,Worthing,283.0,289.0,572,35.0
2024,COAS Indoors 2024,WA 18m,Recurve Women,Ecaterina Pogorenii,Oxford Uni,268.0,271.0,539,14.0
2024,COAS Indoors 2024,WA 18m,Recurve Women,Julianna Ostrovska,Laleham,257.0,266.0,523,18.0
2024,COAS Indoors 2024,WA 18m,Recurve Women,Sylwia Radomska,Harrow,256.0,267.0,523,13.0
2024,COAS Indoors 2024,WA 18m,Recurve Women,Alethea Russell,Wallingford,245.0,255.0,500,12.0
2024,COAS Indoors 2024,WA 18m,Recurve Women,Zainab Master,Oakfield,248.0,252.0,500,10.0
2024,COAS Indoors 2024,WA 18m,Recurve Women,Simone Weideman,Oakfield,238.0,241.0,479,8.0
2024,COAS Indoors 2024,WA 18m,Recurve Women,El̩onore Cossade,Oxford,251.0,226.0,477,10.0
2024,COAS Indoors 2024,WA 18m,Recurve Women,Katarzyna Grabalska,Harlequin,243.0,209.0,452,8.0
2024,COAS Indoors 2024,WA 18m,Recurve Women,Tanith Ridgway,Wallingford,225.0,224.0,449,7.0
2024,COAS Indoors 2024,WA 18m,Recurve Women,Georgia Davis,Compton,214.0,206.0,420,4.0
2024,COAS Indoors 2024,WA 18m,Recurve Women,Lowenna Dunstan,Wallingford,184.0,228.0,412,4.0
2024,COAS Indoors 2024,WA 18m,Recurve Women,Rachel Pollard,Wallingford,163.0,170.0,333,2.0
2024,COAS Indoors 2024,WA 18m,Compound Men,Luke Davis,Andover,292.0,297.0,589,49.0
2024,COAS Indoors 2024,WA 18m,Compound Men,Ritchie Shorthouse,Compton,288.0,284.0,572,32.0
2024,COAS Indoors 2024,WA 18m,Compound Men,Sam Williams-Baldwin,AGB,286.0,281.0,567,29.0
2024,COAS Indoors 2024,WA 18m,Compound Men,Rickie Gray,Ogmore Valley,277.0,275.0,552,16.0
2024,COAS Indoors 2024,WA 18m,Compound Men,Ben Glover,Oxford,271.0,274.0,545,18.0
2024,COAS Indoors 2024,WA 18m,Compound Men,Jeffrey Grinnell,Cheltenham,,,DNS,
2024,COAS Indoors 2024,WA 18m,Compound Women,Ella Gibson,Deer Park,294.0,298.0,592,52.0
2024,COAS Indoors 2024,WA 18m,Barebow Men,Edward Pockett,Overton,251.0,266.0,517,14.0
2024,COAS Indoors 2024,WA 18m,Barebow Men,Martin Athanasiou,Harrow,252.0,261.0,513,17.0
2024,COAS Indoors 2024,WA 18m,Barebow Men,Robert Edwards,South Oxon,260.0,245.0,505,17.0
2024,COAS Indoors 2024,WA 18m,Barebow Men,Barry Friend,Lullingstone,226.0,235.0,461,9.0
2024,COAS Indoors 2024,WA 18m,Barebow Men,Kalhan Jogireddy,South Bucks,230.0,205.0,435,7.0
2024,COAS Indoors 2024,WA 18m,Barebow Men,John Dunlop,Wallingford,154.0,163.0,317,0.0
2024,COAS Indoors 2024,WA 18m,Recurve U21 Men,Owen Smith,Compton,249.0,256.0,505,12.0
2024,COAS Indoors 2024,WA 18m,Recurve U21 Women,Erin King,Wallingford,276.0,282.0,558,27.0
2024,COAS Indoors 2024,WA 18m,Recurve U21 Women,Emelia Hughes,Meriden,259.0,257.0,516,11.0
2024,COAS Indoors 2024,WA 18m,Recurve U21 Women,Meghan Robertson,Guildford,256.0,57.0,313,12.0
2024,COAS Indoors 2024,WA 18m,Recurve U18 Men,Samuel Ball,Wallingford,279.0,274.0,553,26.0
2024,COAS Indoors 2024,WA 18m,Recurve U18 Men,Jeremy Lui,Wallingford,252.0,263.0,515,12.0
2024,COAS Indoors 2024,WA 18m,Recurve U18 Men,Rory Priest,Wallingford,203.0,190.0,393,3.0
2024,COAS Indoors 2024,WA 18m,Recurve U18 Men,Joel Nichols,Wallingford,167.0,173.0,340,1.0
2024,COAS Indoors 2024,WA 18m,Recurve U18 Men,Ben Marshman,Compton,128.0,71.0,199,2.0
2024,COAS Indoors 2024,WA 18m,Recurve U18 Men,Ellis Curwen,Wallingford,,,DNS,
2024,COAS Indoors 2024,WA 18m,Recurve U18 Women,Charlie Wortley,Wallingford,271.0,256.0,527,13.0
2024,COAS Indoors 2024,WA 18m,Recurve U18 Women,Jasmine Harris,Wallingford,263.0,261.0,524,16.0
2024,COAS Indoors 2024,WA 18m,Recurve U18 Women,Matilda Clayson,Wallingford,265.0,246.0,511,12.0
2024,COAS Indoors 2024,WA 18m,Recurve U18 Women,Isobel Lindsley-Frost,Royal Richmond,242.0,255.0,497,4.0
2024,COAS Indoors 2024,WA 18m,Recurve U18 Women,Charlotte Suet-Ching Chan,Wallingford,236.0,241.0,477,10.0
2024,COAS Indoors 2024,WA 18m,Recurve U18 Women,Lily Knutton,Wallingford,249.0,226.0,475,7.0
2024,COAS Indoors 2024,WA 18m,Recurve U18 Women,Amelia Krupa,Wallingford,209.0,226.0,435,7.0
2024,COAS Indoors 2024,WA 18m,Recurve U18 Women,Zoe Weston,Wallingford,211.0,212.0,423,6.0
2024,COAS Indoors 2024,WA 18m,Recurve U18 Women,Sian Miles,Wallingford,140.0,156.0,296,1.0
2024,COAS Indoors 2024,WA 18m,Compound U18 Men,Luke Christian,Laleham,243.0,230.0,473,2.0
2024,COAS Indoors 2024,WA 18m,Compound U18 Women,Amelia Mae Griffiths,Wallingford,249.0,230.0,479,1.0
2024,COAS Indoors 2024,WA 18m,Barebow U18 Men,Sam Bowden,Deer Park,255.0,251.0,506,9.0
