Year,Competition,0,1,2,3,4,5,6,7,8
2018,Supermarine CJAL 2018,Portsmouth,Recurve U18 Men,Marco Costanza,Cleve,287.0,288.0,575,60.0,38.0
2018,Supermarine CJAL 2018,Portsmouth,Recurve U18 Men,Noah Downs,Cleve,258.0,260.0,518,60.0,17.0
2018,Supermarine CJAL 2018,Portsmouth,Recurve U18 Men,Nick Mann,Supermarine,203.0,209.0,412,60.0,4.0
2018,Supermarine CJAL 2018,Portsmouth,Recurve U18 Men,Will Gore,Deer Park,,,DNS,,
2018,Supermarine CJAL 2018,Portsmouth,Recurve U18 Women,Molly Peters,Deer Park,275.0,286.0,561,60.0,30.0
2018,Supermarine CJAL 2018,Portsmouth,Recurve U18 Women,Asha Orme,Supermarine,271.0,274.0,545,60.0,23.0
2018,Supermarine CJAL 2018,Portsmouth,Recurve U18 Women,Ella Shield,Cleve,248.0,258.0,506,60.0,13.0
2018,Supermarine CJAL 2018,Portsmouth,Recurve U18 Women,Rebecca Adams,Supermarine,209.0,178.0,387,60.0,5.0
2018,Supermarine CJAL 2018,Portsmouth,Compound U18 Men,Ethan Steytler,Supermarine,275.0,271.0,546,60.0,14.0
2018,Supermarine CJAL 2018,Portsmouth,Compound U18 Women,Sophia Boulton,Cleve,275.0,279.0,554,60.0,17.0
2018,Supermarine CJAL 2018,Portsmouth,Recurve U14 Men,Will Hardy,Cleve,228.0,248.0,476,60.0,5.0
2018,Supermarine CJAL 2018,Portsmouth,Recurve U14 Women,Poppy Dunning,Cleve,207.0,202.0,409,60.0,5.0
2018,Supermarine CJAL 2018,Portsmouth,Recurve U14 Women,Holly Mae Clapton,Deer Park,215.0,191.0,406,60.0,5.0
2018,Supermarine CJAL 2018,Portsmouth,Recurve U14 Women,Nimue Steytler,Supermarine,196.0,196.0,392,60.0,2.0
2018,Supermarine CJAL 2018,Portsmouth,Compound U14 Men,William Slack,Deer Park,245.0,239.0,484,60.0,2.0
2018,Supermarine CJAL 2018,Portsmouth,Barebow U14 Women,Emily Summers,Deer Park,237.0,251.0,488,60.0,9.0
