Year,Competition,0,1,2,3,4,5,6,7,8,9
2021,Brunel SEAL 2021,Portsmouth,Recurve Men,Ben Andrews,Brunel Uni,,247,252,499,60,14
2021,Brunel SEAL 2021,Portsmouth,Recurve Men,Mark Marley,Portsmouth Uni,,237,225,462,60,7
2021,Brunel SEAL 2021,Portsmouth,Recurve Men,Ryan Heath,Kent Uni,,215,230,445,59,4
2021,Brunel SEAL 2021,Portsmouth,Recurve Men,Kai Channon,Portsmouth Uni,Novice,212,229,441,59,5
2021,Brunel SEAL 2021,Portsmouth,Recurve Men,Rob Stevenson,Portsmouth Uni,Novice,133,171,304,55,0
2021,Brunel SEAL 2021,Portsmouth,Recurve Men,Liam Culhane,Brunel Uni,Novice,176,120,296,52,2
2021,Brunel SEAL 2021,Portsmouth,Recurve Men,Tony Kwan Tat,Kent Uni,Novice,116,159,275,52,3
2021,Brunel SEAL 2021,Portsmouth,Recurve Men,Oliver Richardson,Kent Uni,Novice,129,98,227,49,1
2021,Brunel SEAL 2021,Portsmouth,Recurve Men,Abhishek Acharya,Brunel Uni,Novice,87,113,200,46,0
2021,Brunel SEAL 2021,Portsmouth,Recurve Men,Real Tremeer,Portsmouth Uni,Novice,84,113,197,41,1
2021,Brunel SEAL 2021,Portsmouth,Recurve Women,Bryony Pitman,Brunel Uni,,298,293,591,60,52
2021,Brunel SEAL 2021,Portsmouth,Recurve Women,Molly Galloway,Brunel Uni,,252,233,485,60,10
2021,Brunel SEAL 2021,Portsmouth,Recurve Women,Lydia Martin,Portsmouth Uni,,218,234,452,60,5
2021,Brunel SEAL 2021,Portsmouth,Recurve Women,Laura Middleton,Brunel Uni,Novice,166,191,357,57,2
2021,Brunel SEAL 2021,Portsmouth,Recurve Women,Ella Sutherland,Kent Uni,,167,175,342,55,2
2021,Brunel SEAL 2021,Portsmouth,Recurve Women,Martyna Kaczmarek,Brunel Uni,Novice,50,51,101,24,0
2021,Brunel SEAL 2021,Portsmouth,Compound Women,Sarah Mulvey,Kent Uni,,241,238,479,59,1
2021,Brunel SEAL 2021,Portsmouth,Longbow Men,Edward Mears,Portsmouth Uni,,178,138,316,55,0
2021,Brunel SEAL 2021,Portsmouth,Barebow Men,Andy Baller,Brunel Uni (Guest),,231,242,473,59,5
2021,Brunel SEAL 2021,Portsmouth,Barebow Men,Matthew Murphy,Brunel Uni,,192,182,374,58,4
2021,Brunel SEAL 2021,Portsmouth,Barebow Men,Alec Mitchell,Portsmouth Uni,,188,181,369,57,3
2021,Brunel SEAL 2021,Portsmouth,Barebow Men,Shantanu Gaur,Kent Uni,Novice,163,170,333,56,0
2021,Brunel SEAL 2021,Portsmouth,Barebow Men,Ben Sheppard,Brunel Uni,,98,93,191,43,1
2021,Brunel SEAL 2021,Portsmouth,Barebow Women,Aline Kellenberg,Kent Uni,Novice,138,162,300,54,4
2021,Brunel SEAL 2021,Portsmouth,Barebow Women,Charlotte Langford,Kent Uni,,127,154,281,54,1
2021,Brunel SEAL 2021,Portsmouth,Barebow Women,Rhiannon Morris,Portsmouth Uni,,164,108,272,54,3
2021,Brunel SEAL 2021,Portsmouth,Barebow Women,Ellie Wild,Portsmouth Uni,,111,141,252,50,0
2021,Brunel SEAL 2021,Portsmouth,Barebow Women,Emilija Daugelaviciute,Kent Uni,Novice,137,83,220,49,2
2021,Brunel SEAL 2021,Portsmouth,Novice Recurve Men,Kai Channon,Portsmouth Uni,Novice,212,229,441,59,5
2021,Brunel SEAL 2021,Portsmouth,Novice Recurve Men,Rob Stevenson,Portsmouth Uni,Novice,133,171,304,55,0
2021,Brunel SEAL 2021,Portsmouth,Novice Recurve Men,Liam Culhane,Brunel Uni,Novice,176,120,296,52,2
2021,Brunel SEAL 2021,Portsmouth,Novice Recurve Men,Tony Kwan Tat,Kent Uni,Novice,116,159,275,52,3
2021,Brunel SEAL 2021,Portsmouth,Novice Recurve Men,Oliver Richardson,Kent Uni,Novice,129,98,227,49,1
2021,Brunel SEAL 2021,Portsmouth,Novice Recurve Men,Abhishek Acharya,Brunel Uni,Novice,87,113,200,46,0
2021,Brunel SEAL 2021,Portsmouth,Novice Recurve Men,Real Tremeer,Portsmouth Uni,Novice,84,113,197,41,1
2021,Brunel SEAL 2021,Portsmouth,Novice Recurve Women,Laura Middleton,Brunel Uni,Novice,166,191,357,57,2
2021,Brunel SEAL 2021,Portsmouth,Novice Recurve Women,Martyna Kaczmarek,Brunel Uni,Novice,50,51,101,24,0
2021,Brunel SEAL 2021,Portsmouth,Novice Barebow Men,Shantanu Gaur,Kent Uni,Novice,163,170,333,56,0
2021,Brunel SEAL 2021,Portsmouth,Novice Barebow Women,Aline Kellenberg,Kent Uni,Novice,138,162,300,54,4
2021,Brunel SEAL 2021,Portsmouth,Novice Barebow Women,Emilija Daugelaviciute,Kent Uni,Novice,137,83,220,49,2
