Year,Competition,0,1,2,3,4,5,6,7,8,9
2021,Essex SEAL 2021,Portsmouth,Recurve Men,Josh Bennet,Essex Uni,,0,0,491,0,0
2021,Essex SEAL 2021,Portsmouth,Recurve Men,Jamie Pearce,Essex Uni,,0,0,391,0,0
2021,Essex SEAL 2021,Portsmouth,Recurve Men,Fabien Coomber,Essex Uni,Novice,0,0,367,0,0
2021,Essex SEAL 2021,Portsmouth,Recurve Men,William Skippings,Essex Uni,,0,0,363,0,0
2021,Essex SEAL 2021,Portsmouth,Recurve Men,Jack Roberts,Essex Uni,,0,0,351,0,0
2021,Essex SEAL 2021,Portsmouth,Recurve Men,Sam Yue,Essex Uni,Novice,0,0,331,0,0
2021,Essex SEAL 2021,Portsmouth,Recurve Men,Kangphil Kim,Essex Uni,Novice,0,0,292,0,0
2021,Essex SEAL 2021,Portsmouth,Novice Recurve Men,Fabien Coomber,Essex Uni,Novice,0,0,367,0,0
2021,Essex SEAL 2021,Portsmouth,Novice Recurve Men,Sam Yue,Essex Uni,Novice,0,0,331,0,0
2021,Essex SEAL 2021,Portsmouth,Novice Recurve Men,Kangphil Kim,Essex Uni,Novice,0,0,292,0,0
2021,Essex SEAL 2021,Portsmouth,Novice Recurve Women,Imageon Charles,Essex Uni,Novice,0,0,377,0,0
2021,Essex SEAL 2021,Portsmouth,Novice Recurve Women,Steffi So,Essex Uni,Novice,0,0,336,0,0
2021,Essex SEAL 2021,Portsmouth,Novice Recurve Women,Emma Smith,Essex Uni,Novice,0,0,330,0,0
2021,Essex SEAL 2021,Portsmouth,Novice Recurve Women,Lyla Towler,Essex Uni,Novice,0,0,257,0,0
2021,Essex SEAL 2021,Portsmouth,Recurve Women,Imageon Charles,Essex Uni,Novice,0,0,377,0,0
2021,Essex SEAL 2021,Portsmouth,Recurve Women,Steffi So,Essex Uni,Novice,0,0,336,0,0
2021,Essex SEAL 2021,Portsmouth,Recurve Women,Emma Smith,Essex Uni,Novice,0,0,330,0,0
2021,Essex SEAL 2021,Portsmouth,Recurve Women,Lyla Towler,Essex Uni,Novice,0,0,257,0,0
