Year,Competition,0,1,2,3,4,5,6,7,8
2017,Supermarine CJAL 2017,Portsmouth,Recurve U18 Men,Riley Spencer-Nice,Deer Park,280,281,561,60,26
2017,Supermarine CJAL 2017,Portsmouth,Recurve U18 Men,Josh Smith,Cleve,268,273,541,60,20
2017,Supermarine CJAL 2017,Portsmouth,Recurve U18 Men,Nick Mann,Supermarine,267,256,523,60,9
2017,Supermarine CJAL 2017,Portsmouth,Recurve U18 Men,Kieran Macey,Deer Park,251,267,518,60,13
2017,Supermarine CJAL 2017,Portsmouth,Recurve U18 Men,Jonathan Horspole,Supermarine,192,210,402,59,3
2017,Supermarine CJAL 2017,Portsmouth,Recurve U18 Men,Ted Williams,Deer Park,198,197,395,58,2
2017,Supermarine CJAL 2017,Portsmouth,Recurve U18 Men,George Wood,Supermarine,165,143,308,56,1
2017,Supermarine CJAL 2017,Portsmouth,Recurve U18 Women,Molly Peters,Deer Park,278,284,562,60,29
2017,Supermarine CJAL 2017,Portsmouth,Recurve U18 Women,Asha Orme,Supermarine,269,265,534,60,20
2017,Supermarine CJAL 2017,Portsmouth,Recurve U18 Women,Rebecca Adams,Supermarine,194,191,385,59,1
2017,Supermarine CJAL 2017,Portsmouth,Recurve U18 Women,Freya Marshall,Supermarine,141,200,341,57,4
2017,Supermarine CJAL 2017,Portsmouth,Compound U18 Men,Damien Russell,Supermarine,279,281,560,60,20
2017,Supermarine CJAL 2017,Portsmouth,Compound U18 Women,Jasmin Williams,Cleve,277,276,553,60,19
2017,Supermarine CJAL 2017,Portsmouth,Recurve U14 Men,Marco Costanza,Cleve,280,283,563,60,33
2017,Supermarine CJAL 2017,Portsmouth,Recurve U14 Men,Will Hardy,Cleve,220,231,451,60,5
2017,Supermarine CJAL 2017,Portsmouth,Recurve U14 Men,Sam Mills,Deer Park,107,103,210,44,1
2017,Supermarine CJAL 2017,Portsmouth,Recurve U14 Women,Ella Shield,Cleve,245,244,489,59,7
2017,Supermarine CJAL 2017,Portsmouth,Recurve U14 Women,Tallulah Kelly,Cleve,171,158,329,57,4
2017,Supermarine CJAL 2017,Portsmouth,Recurve U14 Women,Anna Wright,Supermarine,169,144,313,54,0
2017,Supermarine CJAL 2017,Portsmouth,Recurve U14 Women,Emily Summers,Deer Park,108,84,192,40,0
2017,Supermarine CJAL 2017,Portsmouth,Recurve U14 Women,Katy Reece,Deer Park,100,63,163,35,1
2017,Supermarine CJAL 2017,Portsmouth,Compound U14 Women,Sophia Boulton,Cleve,271,270,541,60,11
