Year,Competition,0,1,2,3,4,5,6,7,8
2018,Guildford CJAL 2018,Portsmouth,Recurve U18 Men,Callum Methold,Guildford,271,263,534,60,18
2018,Guildford CJAL 2018,Portsmouth,Recurve U18 Men,Max Pennell,Guildford,255,264,519,60,18
2018,Guildford CJAL 2018,Portsmouth,Recurve U18 Men,Jake Shemmans,Guildford,252,255,507,59,10
2018,Guildford CJAL 2018,Portsmouth,Recurve U18 Men,Ben Hancock-Smith,Guildford,249,243,492,60,9
2018,Guildford CJAL 2018,Portsmouth,Recurve U18 Men,Matthew Chimbwandira,Guildford,217,241,458,60,7
2018,Guildford CJAL 2018,Portsmouth,Recurve U18 Women,Shauna Punjabi,Chessington,276,276,552,60,29
2018,Guildford CJAL 2018,Portsmouth,Recurve U18 Women,Kerri Parrett,Alton and Four Marks,194,210,404,60,7
2018,Guildford CJAL 2018,Portsmouth,Recurve U18 Women,Abby Frost-Bridges,Guildford,183,191,374,60,2
2018,Guildford CJAL 2018,Portsmouth,Compound U18 Women,Grace Belmonte,Alton and Four Marks,252,246,498,60,4
2018,Guildford CJAL 2018,Portsmouth,Recurve U14 Men,Charlie McDonald,Alton and Four Marks,236,222,458,60,5
2018,Guildford CJAL 2018,Portsmouth,Recurve U14 Men,Paul Collins,Guildford,140,152,292,52,2
2018,Guildford CJAL 2018,Portsmouth,Recurve U14 Men,Joseph Cashmore,Guildford,140,138,278,51,4
2018,Guildford CJAL 2018,Portsmouth,Recurve U14 Men,Xav Pennell,Guildford,82,53,135,28,0
2018,Guildford CJAL 2018,Portsmouth,Recurve U14 Women,Meghan Robertson,Chessington,270,264,534,60,21
2018,Guildford CJAL 2018,Portsmouth,Recurve U14 Women,Alice Simpson,Chessington,271,253,524,60,14
2018,Guildford CJAL 2018,Portsmouth,Recurve U14 Women,Holly Linfield,Alton and Four Marks,256,254,510,60,11
2018,Guildford CJAL 2018,Portsmouth,Recurve U14 Women,Holly Hall,Chessington,204,214,418,60,4
2018,Guildford CJAL 2018,Portsmouth,Recurve U14 Women,Charley Thompson,Alton and Four Marks,114,130,244,46,4
2018,Guildford CJAL 2018,Portsmouth,Barebow U14 Women,Lucy Parrett,Alton and Four Marks,62,83,145,35,0
