Year,Competition,0,1,2,3,4,5,6,7,8
2018,Andover CJAL 2018,Portsmouth,Recurve U18 Men,Callum Methold,Guildford,0,0,524,0,13.0
2018,Andover CJAL 2018,Portsmouth,Recurve U18 Men,Paul Williams,Andover,0,0,492,0,10.0
2018,Andover CJAL 2018,Portsmouth,Recurve U18 Men,Max Pennell,Guildford,0,0,452,0,9.0
2018,Andover CJAL 2018,Portsmouth,Recurve U18 Men,Louis Brown,Andover,0,0,169,Retired,
2018,Andover CJAL 2018,Portsmouth,Recurve U18 Women,Rebecca Kennedy,Guildford,0,0,453,0,4.0
2018,Andover CJAL 2018,Portsmouth,Recurve U18 Women,Naomi Woodwards,Wallingford,0,0,444,0,5.0
2018,Andover CJAL 2018,Portsmouth,Recurve U18 Women,Ella Perring,Wallingford,0,0,439,0,9.0
2018,Andover CJAL 2018,Portsmouth,Recurve U18 Women,Margot Clements,Wallingford,0,0,430,0,7.0
2018,Andover CJAL 2018,Portsmouth,Recurve U14 Men,Ben Hancock-Smith,Guildford,0,0,469,0,7.0
2018,Andover CJAL 2018,Portsmouth,Recurve U14 Men,Ben Moore,Wallingford,0,0,453,0,6.0
2018,Andover CJAL 2018,Portsmouth,Recurve U14 Men,Thomas Oak,Andover,0,0,399,0,9.0
2018,Andover CJAL 2018,Portsmouth,Recurve U14 Men,Joshua Bowden,Guildford,0,0,385,0,1.0
2018,Andover CJAL 2018,Portsmouth,Recurve U14 Women,Aliyah Ramirez,Andover,0,0,491,0,11.0
2018,Andover CJAL 2018,Portsmouth,Recurve U14 Women,Erin King,Wallingford,0,0,473,0,7.0
2018,Andover CJAL 2018,Portsmouth,Recurve U14 Women,Lauren Levy,Guildford,0,0,464,0,6.0
2018,Andover CJAL 2018,Portsmouth,Recurve U14 Women,Abi Creese,Andover,0,0,438,0,4.0
2018,Andover CJAL 2018,Portsmouth,Recurve U14 Women,Paige Green,Wallingford,0,0,325,0,3.0
2018,Andover CJAL 2018,Portsmouth,Recurve U14 Women,Charlotte Williams,Andover,0,0,290,0,0.0
2018,Andover CJAL 2018,Portsmouth,Recurve U14 Women,Saskia Meyrick,Andover,0,0,200,0,1.0
