Year,Competition,0,1,2,3,4,5,6,7,8,9
2019,Derby BUTTS 2019,Portsmouth,Recurve Men,Max Harding,Nottingham Uni,,292.0,291.0,583,60.0,45.0
2019,Derby BUTTS 2019,Portsmouth,Recurve Men,Chris Cooper,Loughborough Uni,,290.0,289.0,579,60.0,39.0
2019,Derby BUTTS 2019,Portsmouth,Recurve Men,Arthur Coveney,Loughborough Uni,,286.0,291.0,577,60.0,41.0
2019,Derby BUTTS 2019,Portsmouth,Recurve Men,Jamie Goodliffe,Nottingham Uni,,284.0,270.0,554,60.0,25.0
2019,Derby BUTTS 2019,Portsmouth,Recurve Men,Ben Tansell,Nottingham Uni,,270.0,274.0,544,60.0,19.0
2019,Derby BUTTS 2019,Portsmouth,Recurve Men,Harry Newman,Loughborough Uni,,267.0,270.0,537,60.0,18.0
2019,Derby BUTTS 2019,Portsmouth,Recurve Men,Robert Spencer,Cambridge Uni,,255.0,256.0,511,60.0,12.0
2019,Derby BUTTS 2019,Portsmouth,Recurve Men,Daniel Kelly,Derby Uni,,254.0,253.0,507,60.0,11.0
2019,Derby BUTTS 2019,Portsmouth,Recurve Men,Shivam Sheth,Cambridge Uni,,258.0,247.0,505,60.0,13.0
2019,Derby BUTTS 2019,Portsmouth,Recurve Men,Sam Kitson-Platt,Cambridge Uni,,253.0,240.0,493,60.0,11.0
2019,Derby BUTTS 2019,Portsmouth,Recurve Men,Ghani Messali,Derby Uni,,238.0,240.0,478,60.0,8.0
2019,Derby BUTTS 2019,Portsmouth,Recurve Men,Josh Vizor,Derby Uni,,243.0,212.0,455,59.0,6.0
2019,Derby BUTTS 2019,Portsmouth,Recurve Men,Bradley Le-Vien,Derby Uni,,195.0,183.0,378,60.0,2.0
2019,Derby BUTTS 2019,Portsmouth,Recurve Women,Pip Taylor,Derby Uni,,292.0,294.0,586,60.0,46.0
2019,Derby BUTTS 2019,Portsmouth,Recurve Women,Elizabeth Elmer,Nottingham Uni,,282.0,278.0,560,60.0,27.0
2019,Derby BUTTS 2019,Portsmouth,Recurve Women,Harriet Kelsey,Nottingham Uni,,273.0,281.0,554,60.0,24.0
2019,Derby BUTTS 2019,Portsmouth,Recurve Women,Sophie Goodwin,Nottingham Uni,,283.0,270.0,553,60.0,28.0
2019,Derby BUTTS 2019,Portsmouth,Recurve Women,Alys Blades,Loughborough Uni,,263.0,262.0,525,60.0,14.0
2019,Derby BUTTS 2019,Portsmouth,Recurve Women,Rebecca Radcliffe,Loughborough Uni,,250.0,264.0,514,60.0,11.0
2019,Derby BUTTS 2019,Portsmouth,Recurve Women,Ivana Babicova,Derby Uni,,214.0,223.0,437,60.0,7.0
2019,Derby BUTTS 2019,Portsmouth,Recurve Women,Pavla Buresova,Derby Uni,,219.0,207.0,426,59.0,5.0
2019,Derby BUTTS 2019,Portsmouth,Recurve Women,Holly Perkins,Derby Uni,,,,DNS,,
2019,Derby BUTTS 2019,Portsmouth,Compound Men,Christopher Guerin,Cambridge Uni,,288.0,284.0,572,60.0,32.0
2019,Derby BUTTS 2019,Portsmouth,Compound Men,Alexander Davies,Nottingham Uni,,281.0,283.0,564,60.0,24.0
2019,Derby BUTTS 2019,Portsmouth,Compound Men,Ziheng Guo,Loughborough Uni,,279.0,283.0,562,60.0,22.0
2019,Derby BUTTS 2019,Portsmouth,Barebow Men,Matt Waters,Nottingham Uni,,274.0,276.0,550,60.0,21.0
2019,Derby BUTTS 2019,Portsmouth,Barebow Men,Fraser Waters,Cambridge Uni,,227.0,236.0,463,60.0,5.0
2019,Derby BUTTS 2019,Portsmouth,Barebow Women,Kimberley Callaghan,Cambridge Uni,,253.0,227.0,480,60.0,9.0
2019,Derby BUTTS 2019,Portsmouth,Novice Recurve Men,Thomas  Burridge,Cambridge Uni,Novice,259.0,259.0,518,60.0,14.0
2019,Derby BUTTS 2019,Portsmouth,Novice Recurve Men,Sam     Day,Cambridge Uni,Novice,265.0,253.0,518,60.0,13.0
2019,Derby BUTTS 2019,Portsmouth,Novice Recurve Men,Daniel Cooke,Derby Uni,Novice,253.0,250.0,503,60.0,13.0
2019,Derby BUTTS 2019,Portsmouth,Novice Recurve Men,Darrell Chan,Derby Uni,Novice,241.0,257.0,498,60.0,9.0
2019,Derby BUTTS 2019,Portsmouth,Novice Recurve Men,Mansur Pasha,Cambridge Uni,Novice,245.0,248.0,493,60.0,9.0
2019,Derby BUTTS 2019,Portsmouth,Novice Recurve Men,Stevi-Lei Hughes,Derby Uni,Novice,236.0,237.0,473,60.0,8.0
2019,Derby BUTTS 2019,Portsmouth,Novice Recurve Men,Gizay Yilmaz,Nottingham Uni,Novice,204.0,218.0,422,60.0,6.0
2019,Derby BUTTS 2019,Portsmouth,Novice Recurve Men,Wayne McFarland,Derby Uni,Novice,196.0,210.0,406,60.0,3.0
2019,Derby BUTTS 2019,Portsmouth,Novice Recurve Men,Mohammed        Daudali,Cambridge Uni,Novice,187.0,177.0,364,59.0,2.0
2019,Derby BUTTS 2019,Portsmouth,Novice Recurve Men,Tom Olive,Loughborough Uni,Novice,155.0,184.0,339,58.0,2.0
2019,Derby BUTTS 2019,Portsmouth,Novice Recurve Women,Demelza Wright,Cambridge Uni,Novice,260.0,255.0,515,60.0,14.0
2019,Derby BUTTS 2019,Portsmouth,Novice Recurve Women,Janice Lau,Nottingham Uni,Novice,243.0,219.0,462,60.0,9.0
2019,Derby BUTTS 2019,Portsmouth,Novice Recurve Women,Rossina Makinson,Nottingham Uni,Novice,232.0,214.0,446,60.0,6.0
2019,Derby BUTTS 2019,Portsmouth,Novice Recurve Women,Katharina Blum,Loughborough Uni,Novice,207.0,227.0,434,60.0,4.0
2019,Derby BUTTS 2019,Portsmouth,Novice Recurve Women,Jennika Vadher,Loughborough Uni,Novice,173.0,230.0,403,60.0,4.0
2019,Derby BUTTS 2019,Portsmouth,Novice Recurve Women,Siling  Zhang,Cambridge Uni,Novice,138.0,173.0,311,56.0,1.0
2019,Derby BUTTS 2019,Portsmouth,Novice Barebow Men,Isaac Swift,Nottingham Uni,Novice,249.0,236.0,485,60.0,9.0
2019,Derby BUTTS 2019,Portsmouth,Novice Barebow Men,Nikhil Jain,Loughborough Uni,Novice,205.0,213.0,418,60.0,4.0
2019,Derby BUTTS 2019,Portsmouth,Novice Barebow Women,Zoe Wai,Loughborough Uni,Novice,217.0,197.0,414,59.0,5.0
2019,Derby BUTTS 2019,Portsmouth,Novice Barebow Women,Heidi Morris,Loughborough Uni,Novice,194.0,205.0,399,60.0,2.0
